card1,card2,card3,card4,card5,card6,bet1,bet2,bet3,result
TD,7D,AC,TC,JH,7H,c,c,r,loss
9S,9C,6H,9D,6S,JD,c,r,r,win
9H,7C,TD,6D,JC,QS,c,r,r,loss
JS,AC,QH,QC,7D,7H,c,r,r,loss
QD,6H,7H,8D,AD,KC,r,c,r,loss
AS,7S,QH,QS,AH,JC,r,r,r,loss
QC,7H,TS,9H,6C,7S,c,c,r,loss
6C,KD,KS,7D,9S,8D,c,c,r,win
AH,QD,9H,8D,9C,7C,c,r,r,win
7S,9D,JD,JH,9C,7H,c,r,r,loss
7D,QS,7H,KC,AH,6C,c,c,c,loss
TH,8C,9D,6C,QH,QC,r,r,r,loss
7S,9S,9H,7H,AH,AD,r,c,r,loss
6S,8S,JS,JH,8D,JD,c,r,r,win
9S,KC,JD,6H,8H,TD,c,c,r,loss
9D,7D,QD,AH,QS,AC,r,r,r,win
JD,QD,KS,JS,JH,JC,c,r,r,win
TD,6H,9C,QH,AC,JC,c,r,r,win
JC,AS,9C,7C,9D,8S,c,r,r,loss
TH,8C,JH,KC,8D,8S,c,c,r,win
9S,9D,6H,AH,KD,6D,c,r,r,loss
KS,TS,7D,7S,QD,9H,r,r,r,loss
TC,7S,8C,9H,JC,AH,r,r,r,loss
TS,QD,7S,9D,QS,KC,r,r,r,win
8S,AC,JS,KC,9D,AH,c,r,r,win
6C,QC,AD,JD,7C,9H,c,c,r,loss
JS,9H,KH,7D,AH,6S,c,r,r,win
AD,9C,7H,KC,KH,JD,c,r,r,loss
8H,TS,6S,7S,9C,6H,r,c,r,loss
TS,QC,AD,AC,7C,7H,c,r,r,win
7S,7H,8H,QC,KS,8D,c,r,r,loss
QH,JC,QS,JH,QD,KH,c,r,r,win
6C,6S,9D,AS,8H,8S,r,r,r,loss
TS,QD,KC,6H,6D,JD,c,r,r,loss
QD,KS,KC,QC,7S,JC,c,c,r,loss
6D,QH,8D,6C,8H,QC,r,r,r,win
KD,AH,JC,KC,KH,AD,c,r,r,win
8H,AS,9H,9C,6C,JC,c,r,r,loss
AC,8S,JD,8D,AD,KH,c,c,c,win
8S,TH,JS,6C,8D,KC,c,r,r,loss
KS,TH,QD,7H,AD,8D,r,r,r,win
TS,7S,9H,KH,6S,7C,r,r,r,win
8H,8D,6H,KS,KH,6S,c,r,r,win
TH,TS,AC,7H,7D,8S,r,r,r,win
QS,QC,7D,9S,QH,JS,c,r,r,win
6S,7S,KD,QD,7H,6C,c,r,r,win
QS,TH,JS,8H,8S,TC,c,r,r,win
QS,JS,AC,7C,JC,8H,r,r,r,win
JC,AC,TC,8D,8C,7C,c,r,r,win
KC,7D,7S,9C,JC,QC,r,r,r,loss
QD,KS,KD,7S,AD,AC,c,c,r,win
9D,8D,JH,KS,7H,AD,r,r,r,win
7D,TS,7C,KH,8D,9C,r,c,c,win
8S,AD,JH,JC,8H,6S,c,r,r,loss
AS,7D,QH,KD,6S,QC,c,r,r,loss
JC,9S,KH,TD,KS,TC,c,r,r,win
6H,QS,TD,JS,TH,9D,c,r,r,loss
TH,8H,QH,7H,AC,9H,c,c,c,win
TH,7S,9S,AC,8S,JD,c,c,c,win
TS,KS,TH,KC,6H,AD,c,r,r,win
9C,7D,KS,AD,6H,9S,r,c,c,win
QD,9S,6C,8D,9D,AC,c,c,c,win
QD,TD,QC,6S,6H,9H,c,r,r,loss
JS,JC,QD,6H,9D,QH,c,c,r,loss
KS,JD,9H,AS,7C,JS,c,r,r,loss
JH,AD,QD,KC,7C,6C,c,r,r,win
TC,JH,QD,TD,QC,8S,c,r,r,win
QD,AS,8S,7C,9H,6H,c,r,r,win
TC,AH,KC,JD,9H,KS,c,r,r,loss
6H,8H,TS,9D,QS,KC,r,r,r,loss
8S,9S,6C,TS,JC,QD,c,r,r,loss
KS,7D,8D,8H,6C,QD,c,r,r,win
QC,JD,KC,TS,9S,8C,c,r,r,win
7C,6C,KD,9S,7H,AS,r,r,r,loss
JC,7C,JH,QC,KD,KC,c,c,r,loss
6S,AD,TS,8H,JS,AH,c,r,r,loss
TC,KS,8H,7S,TS,JH,r,r,r,loss
7D,7S,8C,TD,QC,TS,c,r,r,loss
TS,8S,8C,7H,7S,QC,r,r,r,win
KS,TH,7D,AC,6H,8H,c,c,r,loss
8D,QS,7D,7S,9S,TD,c,r,r,loss
TD,AC,KC,QH,8D,AD,r,r,r,loss
QS,6C,9S,8H,8S,8C,c,r,r,win
9C,QH,JC,TH,9S,AD,c,r,r,win
8S,TS,JD,JC,QC,9S,r,r,r,win
QH,KS,6S,6H,TC,AH,c,r,r,loss
AS,JS,KH,QH,8S,7C,r,r,r,loss
AD,6S,9S,KD,QC,7H,r,r,r,loss
QH,QD,7C,KH,6S,KC,c,r,r,loss
KC,9D,TC,9H,7S,AH,c,c,c,loss
6D,JH,6C,QC,7C,KH,c,c,r,loss
KS,QS,6H,9H,AH,QD,c,c,c,loss
6D,AH,KH,TD,9D,8D,c,r,r,loss
JS,JH,6C,JC,QS,QC,c,c,r,win
AS,6H,6C,7S,KD,6D,c,c,r,win
9S,6S,7C,TS,QC,6H,c,c,c,win
8H,7H,9C,TH,QH,8D,c,c,r,win
7S,6S,9D,6H,KD,QC,c,c,c,loss
7S,TS,9H,7C,QS,TC,r,c,c,win
TS,KD,TH,6H,6C,7D,c,r,r,win
QH,9D,6S,9C,6D,QS,c,r,r,win
JS,AC,9C,7D,AD,6S,c,r,r,loss
7S,TH,8C,JH,QH,AS,r,r,r,loss
QC,6C,6D,AH,AC,7S,r,r,r,loss
AC,QD,JH,8C,QC,9D,c,c,c,win
KS,9C,AS,TC,6H,JC,r,c,r,win
8H,QC,AC,AS,6S,8D,c,r,r,win
JH,7H,KH,7D,8D,8S,r,r,r,loss
KC,AH,8S,QD,AS,JC,c,r,r,loss
QC,JS,6H,9C,6C,TH,c,r,r,loss
9S,KS,8H,AH,TS,8D,c,r,r,loss
QS,AC,7C,TD,TH,7D,c,r,r,loss
8C,AD,9H,7C,AC,JD,r,r,r,loss
KH,TS,9C,QC,JD,8C,c,c,r,win
QH,7D,7S,7H,AC,JC,c,r,r,win
6H,KD,KS,AS,AD,7S,c,r,r,win
TD,QD,6H,9H,6C,8S,c,r,r,win
8H,AC,QS,TH,9D,JS,r,r,r,loss
KS,9C,KD,7C,9D,TC,c,c,c,loss
8H,9S,JS,6C,KC,QS,r,r,r,loss
KD,QC,KS,TC,8H,6D,c,c,c,loss
AC,7C,KH,JS,6H,QS,r,r,r,loss
QH,8S,JD,JC,KD,KC,c,r,r,loss
AH,QS,TC,KH,8H,6D,r,r,r,loss
9D,9C,JD,JC,AS,8S,r,r,r,loss
KS,AC,KD,KC,TS,AH,c,r,r,win
QS,KD,7D,7C,8C,8H,c,r,r,loss
TH,9S,8C,TC,QS,TD,r,c,r,win
AC,8C,JD,6C,8H,AS,c,c,c,win
9S,JD,QD,8D,KD,9H,c,r,r,win
TC,8H,JD,AC,KC,7D,c,r,r,win
QS,TD,KD,8D,6H,QD,c,r,r,win
9D,8H,AH,7S,KH,8C,c,r,r,loss
9C,TS,TC,QH,JH,JD,r,r,r,loss
9S,8D,8C,KS,8S,JD,c,r,r,win
KC,TD,7H,QD,JH,TH,c,c,c,win
TH,7C,8S,7D,6S,QH,r,r,r,win
7H,JD,AH,8C,6S,KS,c,r,r,loss
AD,6S,QD,TD,AC,6H,c,r,r,win
7S,7H,AH,QS,JS,QC,c,r,r,loss
6C,JS,AH,6H,6D,JC,c,r,r,win
6S,6C,KS,7H,QS,KH,r,r,r,loss
TH,JD,6S,7D,9S,6H,c,r,r,loss
TS,7D,9H,8S,QD,7S,c,c,c,win
6C,7C,KH,7S,AS,JS,c,c,c,win
KC,AD,TC,6C,6H,AH,c,r,r,loss
7H,QC,TS,6D,JC,7S,c,c,c,win
7C,KS,9D,AS,KH,AD,c,r,r,loss
7S,TD,7H,9S,KD,QS,r,c,r,win
9H,KS,JD,QH,7H,6H,c,r,r,loss
TC,9C,9H,AH,6S,8D,c,c,r,loss
9H,TD,8C,JC,AD,KS,c,r,r,loss
JD,9H,JC,QD,QH,8H,c,r,r,loss
AD,KC,AS,6H,QC,8H,c,c,c,win
TS,9D,7S,8C,QC,7H,r,r,r,loss
QD,AC,AS,QS,JD,6H,c,c,r,win
QH,9C,JH,KC,8S,7S,c,r,r,loss
7H,9C,AH,QC,8C,8S,r,r,r,loss
KC,JH,JS,7C,9H,8H,c,r,r,loss
KC,6D,JD,KH,QC,7D,r,r,r,loss
QD,TH,8H,TC,6C,TS,c,c,r,win
KC,7C,9H,8S,JC,JS,c,r,r,loss
QS,QD,KC,9C,6D,QH,c,r,r,win
6H,QH,8D,9S,AH,6C,c,c,c,win
7H,9S,AS,KH,9H,6H,c,r,r,loss
QH,9H,JH,AH,QS,6D,c,r,r,win
9C,AD,KC,TD,8C,QC,r,r,r,loss
8C,JC,7C,KC,QS,KD,c,c,r,win
JC,7S,QS,8C,TH,6C,c,r,r,loss
6C,6H,8H,KD,QH,7D,c,c,c,win
7S,QS,7H,TS,9H,6C,c,c,r,loss
7D,KD,JD,KS,8D,6C,r,r,r,loss
7S,8S,8H,9H,JS,8D,r,r,r,win
9C,8H,9S,9H,AH,6H,c,r,r,win
TH,7S,9H,JH,6C,QH,r,c,r,loss
JS,8D,6S,9D,JC,QC,c,c,c,win
AH,TD,JD,AS,7H,9D,c,c,c,win
TC,AD,JH,8H,9H,9S,r,r,r,loss
6C,7C,TS,AH,9H,6S,r,r,r,loss
9H,8D,QD,7H,9D,KD,c,r,r,win
9S,QD,AS,TS,KD,7S,c,r,r,loss
7S,9C,8S,KH,AC,8C,r,r,r,loss
JS,9C,8H,TC,6H,QH,r,c,c,win
QD,KC,TC,6D,QH,AC,c,c,c,win
8H,TS,7D,6D,7S,QS,c,r,r,loss
9H,7C,6H,6S,JS,8D,r,r,r,loss
6S,8C,6D,JS,9S,QS,c,r,r,loss
JH,8C,AD,8S,QD,AC,c,c,r,loss
6H,AC,6S,KC,TC,7C,r,r,r,loss
TC,6C,9C,AH,7C,JD,c,r,r,loss
AS,9H,TD,QS,6D,8D,c,r,r,win
TS,TH,6H,6D,JD,JC,c,r,r,win
TS,QC,6H,8H,9H,TH,c,r,r,win
6C,QC,8H,AD,JC,7H,r,r,r,loss
8S,8H,QH,JS,JD,9D,c,r,r,loss
TS,7S,8D,QS,7C,KH,c,r,r,loss
AC,KC,QH,9D,AH,8D,c,c,r,win
QC,6H,6S,JD,9H,TH,c,c,r,loss
KD,AC,9S,9H,TH,8H,c,r,r,loss
6D,AD,TC,6S,8H,JS,r,c,r,loss
8D,6S,KS,6H,KC,TD,c,r,r,loss
QD,7H,6H,9C,8S,TC,r,c,c,win
AC,KD,8S,JH,KC,KH,c,c,r,win
6D,7D,QS,AS,7C,KH,c,c,c,win
7H,TS,TH,QS,9D,TC,r,r,r,win
9C,7C,QD,9H,9S,KC,c,r,r,win
AS,AD,7D,QC,JS,8H,c,r,r,loss
8H,KD,7C,KS,KC,9S,c,r,r,win
AD,7H,AC,9H,KC,JH,c,c,c,win
9D,AS,TS,KC,JS,6H,c,r,r,loss
TD,9H,JS,9C,7S,JC,r,c,r,loss
QD,AC,QS,KD,8D,8H,c,r,r,win
7S,JD,9C,7H,QS,KS,c,c,c,win
8H,8D,6C,KD,QS,AC,r,r,r,loss
JC,6D,6S,6H,8C,KH,c,r,r,win
7H,JC,6D,AC,KD,7D,c,r,r,win
8H,6S,7D,6H,TC,9D,c,r,r,win
6D,JC,JD,8C,7C,8S,c,c,r,loss
6S,9S,AC,JS,7S,AD,c,r,r,win
7D,QD,7C,QH,8D,JC,r,r,r,win
TD,JD,KD,JH,TS,TH,c,r,r,win
9S,QD,6D,6S,JH,TD,c,r,r,loss
7D,QC,QD,6D,AC,8D,r,r,r,win
QC,JD,9S,9H,7H,KH,r,r,r,loss
8D,6S,JD,QH,8H,JH,c,c,r,loss
TC,AS,8S,7D,8D,6D,r,r,r,win
QH,TH,JH,JC,6S,AC,c,r,r,win
8C,JD,QD,7H,8D,AD,c,c,r,loss
7S,QD,9H,JD,KD,KC,c,c,r,loss
QH,8H,8D,7S,QS,KD,c,c,c,win
KC,6S,AH,6D,6H,JS,c,r,r,win
AC,9D,7S,6H,TC,JS,c,r,r,loss
AS,AC,9S,6C,QC,9D,c,r,r,loss
7C,7D,JC,6C,QS,KH,c,r,r,loss
TD,QH,6D,8S,9C,AH,c,r,r,win
7S,6D,AH,6C,9D,7D,c,r,r,win
7S,6D,6C,9C,KS,9D,c,c,r,win
AS,9H,TS,6D,KS,JS,c,c,c,loss
JS,8D,9S,7D,7H,QS,c,r,r,loss
9H,QD,TC,TS,AH,AD,c,r,r,win
JC,KD,JH,AC,AH,TD,c,r,r,loss
QD,JS,TC,8D,9C,8C,c,r,r,win
TH,7D,QC,7H,9H,JD,c,r,r,loss
AH,JC,9D,KD,QS,QD,c,r,r,loss
QC,9D,TH,QH,9H,KC,c,c,r,loss
TC,9D,7D,KD,JC,7S,r,r,r,loss
QD,8S,6S,7S,JD,8D,c,c,r,loss
TH,TS,QC,QH,JD,6S,c,r,r,win
AH,QH,7D,7S,8C,8S,c,r,r,loss
7C,QS,AS,6C,7S,TC,c,c,c,loss
KS,TH,7S,QS,TD,AS,c,r,r,win
KH,9S,9H,AS,JD,TH,c,r,r,loss
JS,AH,KH,6S,KC,QC,c,r,r,win
7H,QD,JC,TH,AD,QC,c,r,r,win
7H,TS,7S,AS,JS,7C,c,c,r,win
AS,JH,7D,9S,KS,TS,c,r,r,win
8S,AC,QS,6C,7S,AD,c,c,c,win
6H,JS,QH,TS,8D,JC,c,r,r,loss
AC,6H,TC,KS,QS,TH,c,r,r,loss
9C,JS,6S,KS,AD,8C,r,r,r,loss
AS,9D,JH,AH,KH,TH,c,c,r,loss
8S,KC,7S,KS,QS,QD,c,r,r,win
QS,JS,7S,9S,6C,6H,c,r,r,loss
TH,8C,9D,9S,JH,8S,c,r,r,win
9D,TS,AH,JH,QD,6C,r,r,r,win
QC,6H,AH,8S,6D,JC,c,r,r,win
QC,8C,KC,8S,KS,TC,c,r,r,win
KD,KS,7C,9D,AS,9H,r,c,r,win
8C,7H,KH,QH,7C,AD,c,c,c,win
8C,9C,AC,JH,6S,TD,r,c,r,loss
8S,6H,JD,8H,7D,9S,c,c,r,loss
7D,8H,QC,JD,6D,8C,c,r,r,win
6D,8C,QD,6S,9C,7D,c,c,c,loss
QH,KH,TS,AD,JH,6C,c,r,r,win
TD,QD,8C,9S,6H,6C,c,r,r,win
9C,KC,9S,TD,QH,KH,c,c,c,win
AC,KH,KC,TD,JS,9D,c,c,r,loss
AC,QC,TS,6H,9C,JD,c,r,r,loss
AS,9D,QC,6H,8C,JD,c,c,c,win
TH,8S,TS,QD,JD,QS,c,r,r,loss
AD,6C,QC,7C,7S,8S,r,r,r,win
7C,JS,8D,KD,JD,QD,c,c,c,win
JD,AH,7S,8H,KC,AD,c,r,r,win
JS,TC,KS,8H,TD,7S,c,c,r,win
TH,JC,AC,TD,JH,QH,c,c,c,win
JH,6S,7C,QH,JS,8C,c,c,r,loss
9S,8S,KC,6H,AC,7D,r,r,r,loss
7S,QC,TC,AC,QS,AS,c,c,r,loss
TS,KS,7C,6H,AD,AS,c,c,r,loss
QH,JC,8H,AD,7H,QC,c,r,r,win
TD,JH,7S,JD,KS,QC,c,r,r,loss
JC,TD,TC,AD,9C,AC,c,r,r,win
7H,AH,AC,9D,8D,7D,c,r,r,loss
QD,9H,7S,JS,TS,6H,r,r,r,loss
8C,AD,9D,JH,TD,KS,r,r,r,loss
AD,QC,JH,8D,TD,8C,c,r,r,loss
8S,QS,AC,9D,KS,7D,c,r,r,loss
7H,7D,QC,6C,7S,TH,r,r,r,win
AS,JC,AC,6D,QS,TD,c,r,r,loss
TC,8S,TH,KC,AS,JH,c,r,r,win
8H,6H,6S,AS,AH,TC,c,r,r,win
JC,8C,QS,JS,QD,9C,c,r,r,loss
AH,KD,7C,TH,QS,6D,c,c,r,win
8D,8S,TS,7D,QC,8H,c,c,c,win
TC,7C,6H,JH,9C,8S,r,r,r,win
KS,KH,9H,JH,JD,KD,c,r,r,win
8S,KC,AS,6S,TC,QS,c,r,r,win
6S,JC,8H,6H,AC,7C,r,r,r,loss
6H,AD,TH,7H,6C,QD,c,c,c,win
JC,7D,7C,JS,6S,JD,c,c,r,win
TS,6D,9S,JC,7S,AC,c,r,r,loss
8C,TH,QH,QS,6H,9D,c,r,r,win
8S,TS,TD,QC,JS,KS,c,c,c,win
QH,QD,TS,TC,JD,AD,r,r,r,loss
7C,6H,KD,KH,JH,9S,c,r,r,loss
7S,JD,8C,KH,AD,7C,c,c,c,win
QC,7H,AC,9C,8S,6H,c,r,r,loss
AS,7D,QH,KH,TS,QC,c,r,r,loss
AC,9S,7D,JC,6D,TS,r,r,r,loss
QS,JC,AH,7S,KS,6D,c,r,r,win
KD,TC,9H,AH,JH,TH,c,c,c,loss
TS,KS,7D,AH,8C,QH,c,r,r,win
JH,TD,QD,AS,JD,QC,c,r,r,win
KC,8D,JC,TD,8S,7S,c,c,c,win
AC,KH,6C,AH,7S,QH,c,r,r,win
QD,TH,7S,6D,AD,JH,c,r,r,loss
KS,QD,JD,6S,9C,7D,r,r,r,loss
QS,6H,JD,6D,9C,6S,r,r,r,win
TS,KS,KH,TH,8C,9H,c,r,r,win
9C,QC,JC,JH,AS,QS,r,r,r,loss
8C,QD,QC,9H,JC,7D,c,r,r,win
JC,KC,KS,KD,9H,8H,c,r,r,win
AH,JC,7D,TC,TS,9S,c,r,r,loss
7H,7D,9D,JH,6H,KS,c,r,r,loss
QS,QH,7H,QC,TD,9D,c,c,c,win
KH,KC,6S,7D,8D,JD,c,c,r,win
KC,7C,6D,JC,QC,QH,c,r,r,loss
7D,6C,AC,8D,KH,9D,c,r,r,loss
AD,6S,JH,9H,AC,QD,c,c,c,win
AH,TC,TH,JC,8D,9D,r,r,r,win
7D,TC,QC,QH,7C,9C,c,r,r,loss
8S,AC,8C,6H,KH,7C,c,c,c,loss
8S,7D,6S,JH,6D,8C,c,r,r,loss
6D,6H,TH,QC,KC,7C,r,r,r,loss
8H,KC,KH,9D,8D,6D,r,r,r,win
8H,9D,KC,9S,QC,6C,c,r,r,loss
TC,8C,QS,TH,6C,8D,r,r,r,win
JH,9S,KH,KS,AH,TC,r,r,r,win
JC,7C,KH,KS,AC,6S,c,r,r,loss
6D,7S,JH,9D,7D,8D,c,r,r,loss
9C,AH,9H,8H,6H,AS,c,c,c,win
6C,AS,7D,8D,KS,TC,r,r,r,loss
TC,KH,9D,QS,AH,TH,c,r,r,win
9D,AC,KH,JH,8H,8D,c,r,r,loss
8S,6S,KD,9D,QC,AH,c,r,r,loss
TC,8S,AH,QH,AS,TH,c,r,r,win
TD,6H,QC,8H,8D,AC,r,r,r,loss
7D,AH,KS,AC,6C,7C,c,c,c,win
7S,6D,AD,6S,JC,9S,c,c,c,win
9H,8C,6S,KD,6D,QS,c,r,r,loss
KH,JC,TS,AC,7C,6D,c,r,r,loss
AD,9C,AC,JD,8S,AS,r,r,r,win
6S,8H,KS,9C,AD,KC,r,r,r,loss
7H,8C,AC,KS,TC,KH,r,r,r,loss
7H,QH,8H,TS,KH,QS,c,r,r,loss
KS,KH,QC,8H,7S,7C,c,r,r,loss
KS,6D,TC,9C,JS,AH,c,r,r,loss
QH,9D,AC,KD,TC,9S,c,r,r,loss
KD,QC,8H,TC,8S,AH,r,r,r,loss
TD,AS,KD,6C,TS,AC,c,r,r,win
TS,8D,7C,6C,6S,JC,c,r,r,loss
QC,6H,8S,QD,KD,9H,c,r,r,win
KH,JH,9H,TS,8H,JD,c,r,r,win
KS,JC,7C,AH,8C,7S,r,r,r,loss
QH,7C,8D,7H,JS,6D,r,c,c,loss
KC,KD,QD,9C,6C,TD,c,c,r,loss
JH,TC,7S,9D,9H,TH,c,r,r,win
KS,8D,TD,AC,7S,QH,c,r,r,loss
JD,JS,QH,7D,7C,9S,r,r,r,win
9D,JD,KH,7H,8S,QC,r,r,r,loss
6H,6C,7C,9S,6D,9C,c,c,r,win
8S,6S,8C,QH,7C,JC,c,c,c,win
JC,KS,QS,QC,7H,AH,c,r,r,win
TS,8C,JS,TD,6C,7S,c,c,c,win
8C,JC,9H,8D,9D,6D,c,r,r,loss
6S,KC,KD,TS,AH,KH,c,r,r,loss
TC,QH,6H,TS,KS,AS,c,r,r,win
6S,JD,TS,8D,9H,QH,r,c,c,win
9D,8D,AC,7D,TD,QH,c,r,r,loss
KD,7S,7C,TC,KH,6D,c,r,r,loss
8D,9S,QH,AD,6D,9C,r,r,r,loss
7H,AH,6H,AD,9D,7C,c,r,r,win
7H,6H,8C,JD,QH,TH,c,r,r,loss
QC,7C,6C,QS,KD,KS,r,r,r,win
7C,7D,9S,QD,JD,6D,c,r,r,loss
TS,QS,KC,8C,TD,JC,c,c,c,win
AC,JS,AH,QC,TC,6S,c,c,c,win
QC,8D,7H,9S,KS,QH,c,r,r,loss
AS,6D,TC,7S,QS,6C,c,r,r,loss
QS,8D,JH,9H,JD,KS,c,r,r,loss
AH,8S,TH,JC,TS,6H,r,r,r,loss
8C,KH,QC,TD,6H,8H,c,r,r,loss
KS,6S,TD,TC,8D,KD,c,r,r,win
6C,7C,6D,JC,TH,KC,c,c,c,loss
QC,6S,6D,7D,KD,9S,c,r,r,loss
KH,8S,AD,6H,QH,9S,r,r,r,loss
7H,AD,JS,KC,7S,6S,r,r,r,loss
JH,7C,QS,KD,6S,9H,c,r,r,loss
8S,KH,9C,JH,JC,KC,c,r,r,win
TD,KD,JH,9D,8H,8D,c,r,r,loss
JS,KC,KD,9S,8C,9D,c,r,r,win
TH,KH,QD,7C,QS,TS,c,r,r,win
8S,JC,KD,AS,JH,6H,c,c,r,win
TS,KC,AH,JC,QS,QD,c,c,r,win
9H,AC,QH,7S,TC,TS,c,c,r,win
7H,6D,JC,6S,AH,QD,c,r,r,loss
8H,7C,6C,TD,TC,JH,r,r,r,win
JH,7C,7D,9S,TC,AD,c,r,r,loss
9S,7S,AS,TS,AD,KH,r,r,r,loss
7S,JD,8S,TD,AC,6C,c,c,c,win
AS,TC,QH,9H,KH,KS,c,r,r,loss
6H,TD,8H,AS,JS,9H,c,c,r,loss
TH,JC,8C,6S,7D,9S,r,c,c,win
8D,7S,7D,8H,QS,AS,c,r,r,win
KC,7D,8C,9H,JD,KH,c,c,c,loss
7S,KH,KS,7H,JS,TH,c,r,r,loss
KC,JH,KD,9D,QD,8C,c,r,r,loss
JD,9S,QC,8S,8H,7C,r,r,r,loss
QC,6S,AD,8H,TD,6H,c,r,r,win
QD,JH,QH,KH,7S,AD,c,r,r,win
6C,AS,6D,TC,TH,KS,c,r,r,win
9H,KD,8S,QC,QD,JD,r,r,r,loss
QC,6D,6C,7S,8H,KC,c,r,r,win
TH,KD,9H,8C,JC,6C,c,r,r,loss
TD,9S,JD,QC,AD,6S,r,r,r,loss
QD,JD,JS,TH,7H,8C,c,c,r,loss
TS,9S,6S,8S,QC,QS,c,r,r,win
9D,9H,QD,QC,JS,AD,c,r,r,win
QS,KD,8S,TC,JH,8H,c,r,r,win
8C,TC,KC,QC,6D,TS,c,r,r,win
JC,9D,7H,6D,6C,6H,c,r,r,win
TD,8C,AH,8H,QS,9H,r,r,r,win
8H,8D,8C,6C,AS,AD,r,r,r,win
8H,8D,KH,QD,TC,JS,c,r,r,loss
TS,QD,7H,JH,8H,6C,c,r,r,loss
AD,9H,7C,7S,JH,AH,c,r,r,win
TD,AD,6H,TH,6C,KS,r,r,r,win
QD,KH,AS,6S,QH,9C,r,r,r,win
JC,AH,AC,9C,QD,KC,r,r,r,win
QS,9D,6D,JC,9C,TH,c,r,r,win
6S,TS,8C,AD,JH,JS,c,c,r,loss
9H,JC,KD,TC,QC,9C,c,c,r,loss
AD,7C,TC,JC,7H,TS,c,c,r,loss
KC,7S,AD,QC,6C,JS,c,c,r,loss
9H,AS,9S,TH,7S,AH,r,c,c,win
8S,JC,JH,8H,9H,QH,c,c,r,loss
AC,QC,8H,JH,AH,6D,c,c,c,win
8H,QH,8C,9S,JS,7S,c,r,r,loss
8S,JC,JH,TC,6C,TS,c,r,r,loss
8H,9H,KD,AS,JD,AH,c,r,r,loss
KC,JS,JC,KH,7H,8H,c,c,r,loss
JS,TS,QS,TC,7S,KH,c,c,c,loss
9C,QC,KC,8S,JH,KS,c,c,r,win
TC,JC,7S,QD,TS,QC,c,c,r,win
8H,JH,AH,8C,AC,KD,c,r,r,loss
QH,TS,9H,TD,KH,JS,c,c,r,win
KS,AS,9C,7S,6H,QC,c,c,r,loss
TS,8H,6C,KH,AS,AC,c,c,r,win
KD,8H,JC,TH,7C,6C,c,r,r,win
TC,7D,TD,8D,TS,7H,c,r,r,win
9D,AD,KD,8S,8D,QD,c,r,r,win
KH,9C,6D,8H,6C,9H,c,r,r,loss
9S,8H,7H,JC,TC,8D,c,c,r,win
TC,6H,AC,9S,6D,8S,c,r,r,loss
KH,7H,7D,7S,TH,AH,c,r,r,win
QH,6C,JC,8C,TC,QC,c,c,c,win
TH,9C,JS,8C,9D,7S,c,r,r,win
KH,9C,KC,7C,9H,7S,r,c,r,win
JS,8D,6H,QS,AD,9D,c,r,r,loss
AS,AC,8C,TC,9S,QC,c,r,r,win
7D,9H,TH,JH,KS,KD,c,r,r,loss
8C,8H,JD,9S,QH,7D,c,r,r,loss
8D,JS,TH,9S,8H,JD,r,c,r,loss
6S,7H,KC,QD,6D,8S,c,c,c,win
9D,9H,6C,6D,JD,KS,c,r,r,win
AH,8C,JC,JD,7S,AS,c,r,r,loss
8S,AC,KH,6H,9D,AS,c,r,r,loss
7D,QH,QS,JH,7H,TS,c,c,r,loss
6H,7S,KC,JD,7D,QD,c,c,c,win
KC,JH,6S,6C,JS,AH,c,r,r,loss
QC,9D,QD,7C,TS,6S,c,c,c,win
AS,TC,KD,AD,TH,7D,r,r,r,loss
QS,AD,8H,6S,KS,KD,c,c,r,loss
7D,TH,QH,TC,7S,QD,c,c,r,win
TS,6H,QS,KC,KH,6C,c,r,r,loss
6S,TH,6D,TC,8C,8D,c,c,r,win
QS,AS,JH,7H,JS,JC,c,r,r,win
JS,KH,TS,9C,QD,KD,c,c,c,win
QS,QD,TS,7D,TD,QH,c,r,r,loss
8C,TC,8S,9C,AC,7C,c,c,r,win
AD,KH,9C,6S,8S,QH,c,r,r,loss
9H,6H,AD,KS,TS,JC,c,r,r,loss
KD,AH,JS,8S,8C,9C,c,r,r,loss
9C,JD,9D,JH,8C,9S,c,c,r,win
6H,6C,8D,9S,7H,9H,c,c,r,win
TS,9C,KD,7H,8D,KH,c,r,r,win
6D,KC,8C,QC,TD,8S,r,c,r,loss
8D,8C,AD,QH,7D,9H,r,r,r,loss
6S,AH,JC,QS,8D,AC,c,r,r,win
JS,KS,6H,9S,AS,AH,c,r,r,win
QH,7C,AH,7H,7D,AD,c,r,r,loss
JD,AH,8S,TC,KD,6C,c,r,r,loss
8D,KS,7C,9D,JS,6H,c,r,r,loss
TC,8C,6H,7C,KC,QS,r,c,c,loss
6H,TC,KH,TD,AD,7D,r,r,r,loss
JH,JC,6H,9H,QD,JD,c,r,r,win
6S,8S,TC,TH,JC,9H,r,r,r,loss
7D,9S,6D,AD,9H,TH,c,r,r,loss
AH,JC,9D,6H,KC,AD,c,r,r,win
AS,9S,QD,8S,6S,9C,r,r,r,loss
7D,8H,7C,JC,JH,QC,c,r,r,win
AC,JS,8C,6C,QH,9C,c,r,r,win
9D,7D,KC,QD,KH,6C,c,r,r,loss
KH,8S,7S,JD,JH,TC,c,r,r,loss
QH,QC,TC,KH,TS,6S,c,r,r,win
KC,QS,8D,QC,KS,JC,c,c,r,win
