card1,card2,card3,card4,card5,bet1,bet2,result
AC,JS,8S,AH,9C,c,r,loss
JS,8H,TD,9S,AH,r,r,loss
6D,AH,QC,KD,9S,c,c,loss
AD,8D,TD,6D,JH,c,c,win
QH,8S,JS,AC,TH,c,c,win
8H,8S,6H,KD,TS,c,c,win
9D,AH,KS,9C,JH,r,r,loss
7C,TS,8C,KS,QD,c,r,loss
AH,7C,6H,9D,JC,c,r,loss
KC,8S,TH,KD,QH,c,c,win
9C,6S,KD,8D,KH,c,r,loss
QH,9C,8S,9D,KS,r,r,win
8C,6S,8S,JH,6H,c,r,win
8D,QH,JC,TD,8C,c,r,win
8H,JH,6S,6C,AD,c,r,loss
AS,6S,9H,TC,QC,r,r,loss
QC,6S,KH,QS,KS,c,r,win
8H,JD,TC,JH,7C,c,c,win
7C,AD,9H,QC,7H,c,c,win
9S,QC,JC,QD,8H,c,c,win
9S,AH,8S,8H,JH,c,r,win
7C,TC,JH,JC,KD,c,r,win
AC,QD,TC,KH,JC,c,c,win
AS,7S,9S,JS,QC,c,r,loss
7H,TC,QC,8S,6D,r,r,loss
TD,QC,JH,6D,8C,c,r,loss
9C,9S,AD,TD,8H,c,c,win
KS,AH,QC,AS,8H,c,c,win
7C,9D,AD,6S,9C,r,r,win
7D,QS,AC,TH,6C,r,r,loss
QD,8C,6C,QC,6S,r,r,win
6C,JS,KD,8D,KC,c,r,win
QS,TC,TS,7S,QH,c,r,loss
9D,QD,TH,KC,9S,c,c,win
JS,AC,QD,QH,TH,c,r,loss
QH,QS,KD,KS,8C,c,r,win
QS,7C,8C,QH,KS,c,c,win
KS,JC,QS,TH,KC,r,r,loss
AH,9C,7D,JH,8S,c,r,loss
7S,AH,KD,JH,6H,c,c,loss
TH,9D,AS,6C,6S,c,r,loss
KS,QS,8C,TD,8H,c,r,loss
8C,7S,7C,9C,TC,c,c,loss
TD,8D,TC,TH,7C,r,r,win
KD,9S,AD,8C,6D,c,r,loss
9S,TS,9H,AC,7S,c,c,win
JC,AS,TH,7H,6C,c,c,loss
KS,JC,TH,8H,8D,r,r,loss
KC,TC,TD,JS,8S,r,c,win
6S,TD,AS,QD,AC,c,r,loss
JC,JH,JD,AH,TS,c,c,win
6H,7C,9S,JH,8H,c,r,loss
QH,QC,KC,TD,7C,c,c,loss
KS,JC,KC,AS,AH,r,r,win
6C,8H,KH,8C,AH,c,c,loss
6D,JH,9H,7D,8D,c,r,loss
QH,9H,6D,KH,JS,r,r,win
KH,AC,TD,6H,9D,c,c,loss
8C,6H,JH,QC,9H,r,r,loss
6S,TC,QH,QD,8C,c,r,loss
TH,KS,7S,KD,7D,c,r,win
AS,QH,6S,JS,JH,c,r,loss
6S,7S,AD,7C,QC,c,r,loss
JD,TH,6S,8C,9S,c,r,win
QH,9H,KD,TH,6S,c,c,win
9S,TC,TD,QC,KC,r,r,win
AH,KH,JH,9H,7S,c,r,loss
KD,9S,8D,TD,9D,c,r,win
AC,8C,JC,TS,AS,c,c,win
KC,7H,8D,AC,9D,c,r,loss
JC,TD,9C,9D,7C,c,r,loss
8S,TD,KH,TS,6D,c,c,win
TC,JD,8H,QH,JH,r,r,loss
JS,9C,7D,AS,QD,c,r,win
AC,6S,6D,6C,KD,r,r,win
QD,QS,TS,TD,6D,c,r,loss
JH,TS,6C,KD,QS,c,c,win
AH,JD,QH,6S,7S,c,c,win
TS,KH,8D,9H,9S,c,r,loss
TS,9H,AS,8C,QS,r,r,win
9D,KC,JC,QD,6D,c,r,loss
9H,8C,TS,7S,8H,c,r,win
JS,9H,8D,JC,6D,c,r,win
7D,JD,9D,8S,7S,c,r,loss
QD,TS,8D,TC,7D,c,c,win
JD,JH,6S,8C,QH,c,c,win
8H,6S,9C,AS,AH,c,r,loss
7C,QC,JC,7S,QD,c,c,win
QH,9D,7S,7D,6S,c,r,win
JH,9D,KS,8C,KH,c,r,loss
JS,6S,8C,7C,QS,r,r,loss
JH,JS,7H,8D,JD,c,r,win
8C,9H,QS,JC,7C,c,r,win
6S,7H,TH,QC,TS,c,r,win
AC,AD,7C,8H,9S,c,r,loss
QH,JC,JH,9S,QD,c,r,win
7S,8S,AS,QC,9H,c,r,loss
7H,KS,JS,9D,9C,c,r,win
AS,JC,AD,JD,AC,c,r,win
8C,6H,8D,7D,KC,c,r,win
JD,AD,KD,6D,7C,c,r,win
8S,QH,7H,6C,AD,c,r,loss
AC,9H,6C,AH,8D,c,c,win
9C,7S,QS,KD,TD,c,r,win
TD,KS,QD,AH,8H,c,r,loss
AH,TC,KH,9S,8D,c,r,loss
6D,KS,KH,JS,9S,c,r,win
AS,7S,8S,AC,JS,c,r,win
7D,9S,8C,7S,7C,c,r,win
8D,8S,7S,AD,8C,c,r,win
KC,JH,6C,AC,8D,r,c,win
KC,6S,8H,KH,8S,c,r,win
6D,TH,JH,KH,8C,c,c,win
6D,TH,7D,6C,JS,c,c,win
TC,8D,7S,6C,JS,c,r,loss
KH,TH,6C,AH,KS,c,c,win
AD,JC,9C,AH,9H,c,r,win
KH,AC,8H,AH,JH,c,c,win
JC,9D,6C,KC,KH,c,r,win
8H,QS,KH,JS,JC,c,r,loss
9D,9H,6D,KD,9S,c,r,win
QC,JD,JC,6D,KH,c,c,win
KH,9D,JS,QD,QS,r,r,win
JS,QH,QD,JD,8S,c,c,win
QD,KH,7C,JD,JC,c,r,loss
7H,6C,QH,TD,TS,r,r,loss
QC,AC,TH,AS,AH,c,r,win
8S,TS,JC,KC,6S,c,r,loss
6D,AS,JC,6C,7D,c,r,loss
JH,8H,KH,JC,QC,c,c,win
JH,7S,JD,QH,8D,c,r,win
AD,9D,6H,JC,KH,r,r,loss
8C,TH,AC,7S,6D,c,r,win
AD,9C,8H,7C,JS,c,c,win
9S,AD,6S,7D,JH,r,c,loss
7D,7H,QS,QC,8S,c,r,loss
AS,KC,JH,7D,8S,c,c,win
AC,TD,8C,KS,6S,c,r,loss
AS,7C,TD,QH,AC,c,c,win
9S,KC,KS,9C,9D,c,r,win
KS,7S,KC,7D,TD,c,c,loss
6S,9S,6C,AD,8D,c,r,win
QS,AC,TD,AS,8S,c,r,win
7H,8H,QD,KC,TD,c,r,loss
QH,KS,KH,9D,QS,c,c,loss
9H,JH,AC,9D,6S,c,c,loss
QH,QS,9D,QC,7H,c,c,win
6C,JD,TC,7H,QS,c,r,loss
6S,6D,KH,7C,JS,c,c,loss
TC,KH,6H,6C,AS,c,r,win
KH,KS,6S,7D,QH,c,c,win
9C,KH,TS,8C,7D,r,c,win
8S,QH,8C,9H,JC,c,c,loss
AS,KH,TH,AC,9H,r,c,loss
TD,6S,KC,KD,JD,r,r,loss
AH,TC,6S,6C,8S,c,r,loss
9C,JD,6S,9S,TD,c,c,win
6D,JD,8D,QS,9C,c,c,win
6S,6C,AC,7H,8D,c,r,loss
TS,7C,6C,KC,QH,r,r,loss
AH,KD,JC,AS,6S,c,c,loss
KC,6C,9D,QH,7S,r,c,win
JD,6H,9S,TC,TD,c,r,loss
8S,6H,7S,8C,TS,r,c,loss
QS,JS,6H,6D,9H,c,r,win
9S,KD,7C,KC,TD,r,c,loss
JH,9C,TC,7H,KS,c,r,win
QH,JD,AS,TC,9C,c,c,win
TH,9D,7C,AD,JH,r,r,loss
TH,7C,8C,6S,6H,c,r,loss
QS,QC,QH,KH,AS,c,r,win
TS,KS,KH,6D,AC,r,r,win
TC,JC,AH,KD,QD,c,c,win
6D,JS,6S,QS,AC,c,r,loss
AH,QC,9D,QH,8D,c,c,win
8H,6H,8D,JS,JC,r,r,win
KD,AS,QH,7C,QD,r,r,loss
QS,TH,AH,9S,9H,c,r,win
AC,7H,KH,QS,8H,c,r,loss
9D,7S,JC,7H,QD,r,r,loss
9D,8C,KC,KH,AD,r,r,loss
7H,7S,8D,KS,9C,c,r,loss
6D,JC,TH,6H,AC,r,c,win
TC,9D,9C,QS,TH,r,c,loss
6D,8C,8H,KH,QD,c,r,loss
JD,9H,6H,QS,7S,c,c,win
KC,9S,JS,JH,QH,r,r,loss
AC,8D,9H,6C,AD,c,r,loss
TC,JH,6C,JD,9S,c,r,win
AH,6D,JS,AS,8S,c,c,loss
KS,QH,TS,6D,KH,r,r,win
KC,6S,7C,9S,QS,c,r,loss
6S,6D,9C,7C,QH,r,c,win
6C,7C,TC,KD,KC,c,r,win
AC,KH,7D,JC,QH,r,r,loss
QH,AC,TS,9C,7H,c,r,loss
JC,JH,KH,AS,TH,c,c,win
KC,7C,TS,QC,JC,c,r,win
9S,AS,JD,KD,6C,c,r,loss
6S,6D,9S,JC,7D,c,c,loss
8S,KD,KC,JH,9C,c,r,win
9D,7D,6D,6C,KS,r,r,loss
6C,AC,7H,TD,KD,c,c,loss
8H,AC,9D,AH,7H,c,c,win
9D,JC,8D,QH,7S,r,r,loss
AS,TD,JD,7D,KC,c,r,loss
6C,QS,7H,9D,9S,c,r,loss
JS,9H,9C,8S,9D,c,r,win
AS,8C,9C,TC,8D,c,r,loss
AD,QS,JS,9S,7C,r,r,loss
6C,JH,7S,6D,7D,c,r,loss
AS,7S,8D,AH,7D,c,c,win
QS,TD,TH,8S,KH,c,c,loss
9D,QD,JD,6D,AS,c,r,loss
KH,TH,8D,JC,AC,c,c,win
8C,QD,QS,KH,8H,c,c,win
JS,8H,9C,7H,QC,r,r,loss
7C,AS,TH,JH,AD,r,r,loss
KC,9C,TC,8D,AS,c,r,win
QC,QS,TD,TC,JD,c,r,loss
9S,QS,AH,AC,9C,c,r,win
KS,AD,AS,AC,TD,c,r,win
9S,9H,7C,6D,6H,c,r,win
7H,TS,QC,JC,KS,c,c,loss
JH,KC,KH,8D,9D,c,c,win
8H,TC,6C,9D,QD,c,r,loss
JD,8H,AC,JS,QS,c,c,win
QH,QD,8H,9H,KH,c,r,loss
KH,JS,AC,TC,7C,c,c,win
7S,9S,QC,JD,6S,c,c,loss
AH,7H,TC,KC,QC,r,r,loss
7H,AC,7D,TD,QC,c,c,win
TC,6C,TS,7D,JS,r,c,loss
AH,TS,QC,9S,6S,c,r,win
9D,KH,9C,QH,QC,r,r,win
KD,JH,JD,KS,6H,c,r,win
7D,AD,9C,JC,TH,r,r,loss
6S,7H,8D,8S,9D,c,r,loss
TS,7H,8H,QD,KS,c,r,loss
9D,AC,AD,6D,AS,c,r,win
8D,QC,AC,7H,AH,c,r,loss
TD,KH,TH,QS,9C,c,c,win
TD,QC,JC,KS,7H,r,r,loss
6C,KD,QH,QS,7C,c,r,loss
7S,AC,JD,6C,9C,r,r,loss
AS,QS,8D,JD,9D,c,r,win
AS,8D,8S,7D,7H,c,r,loss
9C,6C,6D,8S,QC,r,r,loss
8C,9H,KD,TD,AH,c,c,loss
AD,7D,QH,9S,8H,c,c,loss
TH,QD,6C,8S,9H,c,c,loss
TC,9S,JS,TS,6D,c,c,win
7H,9S,KH,AH,9C,r,c,loss
JC,7D,8S,JH,7S,r,r,win
JD,TS,9S,QC,KS,r,r,loss
JH,9C,KD,7H,TD,c,r,win
9C,TC,6C,8C,7C,c,r,win
6C,KD,7D,8H,QD,c,c,win
AC,TH,JS,6D,6H,c,r,loss
AC,8S,9H,7S,KS,c,r,loss
QH,8S,9C,TS,JD,c,r,loss
8C,6D,JS,KC,JD,c,r,loss
TS,JH,KS,TC,9H,r,r,win
AC,6C,TS,JH,QC,c,c,loss
TC,8D,KH,8S,6C,c,r,win
7C,7D,JH,9S,9C,c,r,win
QH,9D,7D,6C,QD,c,r,win
QD,TD,JD,6D,TH,c,r,win
KH,JC,6D,7S,AH,c,c,loss
9H,7D,TS,6C,QC,c,c,win
KD,8H,KH,KC,7C,r,r,win
KD,AC,6D,9H,TD,c,r,loss
6S,TH,JS,9H,6C,c,r,loss
JS,JD,8H,6D,7S,c,r,win
9H,7D,JS,9C,TC,c,r,loss
QH,9D,QC,6C,KS,c,r,loss
6D,7H,AH,7S,TH,c,r,win
8D,6H,6D,QH,JC,c,r,loss
JC,QS,7S,6H,9C,c,r,loss
AS,KC,6D,8D,6H,c,r,loss
QC,AC,KC,7S,9H,r,r,loss
7D,AC,KC,9H,7C,c,c,win
8C,8S,7D,TS,JH,r,r,loss
6C,8H,KS,QD,KD,r,r,loss
9D,QD,8H,TH,6H,c,r,loss
7H,AS,6H,JH,AH,c,c,win
7D,AD,9D,8S,AS,c,r,loss
KC,AC,AD,8H,QC,c,c,win
KH,8C,6H,JS,8H,r,c,win
AH,TD,QD,7H,TH,c,c,loss
7C,6H,JD,JS,QD,c,r,loss
JC,9H,AH,AD,KC,c,r,loss
JC,7D,KD,8C,TS,c,r,loss
JH,QH,8C,7C,6C,c,r,win
KS,KH,QH,AS,QD,c,r,win
8C,6D,9H,JS,6S,r,r,win
KC,7H,KH,9S,AS,r,c,loss
QD,6S,KD,8D,6H,c,c,win
KH,TH,JC,9C,QS,r,r,win
9S,7D,JC,9C,JD,c,r,loss
JD,AH,6S,KD,9C,c,c,loss
QC,AH,JH,TH,7H,r,r,loss
AD,TC,JD,KC,QD,c,c,win
6C,7H,7S,6S,9D,r,c,win
8D,7C,TD,9C,6D,c,r,loss
AS,TC,AC,KC,JC,c,r,loss
KC,KS,TD,8H,9S,c,r,win
7C,QC,JH,AC,QD,r,r,loss
AS,QC,9D,KS,QH,c,r,loss
6S,6H,QH,KH,QS,c,r,loss
9C,KD,JS,TD,JH,c,r,loss
TC,JC,8C,7S,9D,r,r,win
TD,7D,9D,6D,AC,r,c,win
KS,6H,AH,JC,JS,c,r,win
7H,7D,QS,6S,AH,r,r,win
9S,8H,8C,8D,QD,c,r,win
KD,9D,7C,TH,QS,c,c,loss
8C,AS,JS,TD,6H,c,r,loss
KS,6S,AD,KD,7C,r,r,loss
JS,KD,JD,AD,6C,c,r,win
7S,JD,8C,TH,JS,c,c,win
QC,KC,7C,AD,9C,c,r,loss
QC,7S,JC,TH,TS,c,r,win
7S,AD,8S,8H,TS,c,r,win
QH,6H,AD,7H,QD,c,c,win
TS,9H,8S,JS,AS,c,c,win
QC,KC,7H,KS,9H,c,c,win
KH,AS,QH,7H,JC,c,r,win
JH,7C,TC,JS,AC,c,r,loss
TC,8S,6C,AC,AH,c,r,loss
6D,6S,TD,7C,8S,c,c,loss
QD,7C,KH,KS,KD,c,r,loss
TS,TD,TC,JH,JS,c,r,win
7S,KS,TD,QD,AH,c,r,loss
6C,AC,KS,9S,JD,c,r,win
AH,KH,TS,TD,AD,c,r,win
JD,QS,AD,6D,TC,c,c,loss
9C,KH,TC,KS,8C,c,r,loss
9H,9C,QC,7C,6C,c,r,loss
TH,QD,QC,9C,6C,c,c,loss
6D,JS,8D,7C,JH,c,c,loss
6C,7S,JD,JS,QD,c,r,win
8H,7D,7S,TD,9S,r,c,win
AD,TS,JC,JH,7S,c,r,win
9C,QC,7D,JD,JC,c,r,loss
QS,9D,9C,7S,TS,c,c,win
7C,7D,KS,AD,8H,c,r,loss
TH,7D,KC,AD,JH,r,r,loss
KS,8S,KD,JH,8D,r,r,win
9C,KH,AC,7C,8D,c,c,win
9H,TH,TD,QH,8H,c,r,loss
8S,8H,QS,JH,QH,c,r,win
QC,AD,JH,TS,6C,r,r,loss
JH,KD,6D,QC,6H,r,r,win
AD,7S,QS,TS,9S,r,r,loss
QC,6C,JS,7C,9D,c,c,loss
AD,6D,9S,8D,TS,c,r,win
TS,7D,7S,KC,QC,c,r,loss
QC,KH,8C,8S,AS,c,r,win
AH,JD,KD,AC,QH,c,r,loss
AH,6C,TD,6S,6H,r,r,win
QH,AD,9C,6S,AS,r,r,loss
9D,8D,KS,KC,TC,c,r,loss
7D,9C,7C,7S,JC,c,r,win
TS,JS,JD,JH,TH,c,r,win
JD,9S,6D,AC,9H,c,r,loss
7C,TS,9H,QC,7D,c,c,win
QH,7D,QS,JH,JS,c,r,win
JD,AC,AS,QH,JS,c,c,loss
JS,JH,6H,TS,QH,c,c,win
AS,TD,6D,9D,AH,c,c,loss
JD,AC,TS,7S,9H,c,r,win
8C,TD,AD,7C,JH,r,c,loss
6C,7S,AH,JS,KH,c,r,loss
7D,7H,QS,9H,TD,c,r,loss
7H,9H,9S,9D,AS,r,r,win
9H,7C,KH,TS,AC,r,r,loss
AC,TH,9D,6D,6H,r,r,loss
KS,JC,9D,QD,7H,c,c,win
TC,TH,8H,KC,9D,r,r,win
KD,8S,9D,QS,QD,c,r,loss
6H,6C,JC,KS,QC,c,c,win
QH,JC,KH,TS,6C,c,r,loss
8H,6H,7S,JC,9D,c,r,win
JC,8H,TH,8S,JD,c,r,win
AC,KH,8S,QD,TS,c,r,win
9S,7H,7S,6C,JD,c,r,loss
AH,AD,JD,QD,8S,c,r,win
KC,6H,7C,6D,9D,r,c,win
QD,QS,8H,AC,6S,c,c,win
TC,JS,QH,9S,KD,c,c,win
6C,JS,8D,AD,7S,c,r,loss
6C,KH,9S,JC,6H,c,r,win
6D,6S,JC,AH,9C,c,c,loss
QD,TH,6D,7H,8H,r,r,win
QC,KC,8H,8C,QH,c,r,win
JH,AC,9H,KH,KD,c,r,loss
AS,7S,QS,TD,KD,c,c,win
8D,6S,8H,6D,JH,r,c,loss
7C,JH,TD,6C,JD,c,r,loss
KD,8D,6H,KC,7D,c,r,win
6D,8S,TD,9C,JS,c,c,loss
JC,9D,8D,QC,KH,c,r,loss
6D,QS,TH,9D,AC,c,r,loss
JD,KD,7D,AC,TS,c,r,loss
JH,7S,QC,AH,7C,c,c,loss
6H,7D,8C,TH,QD,c,c,loss
TH,KC,7C,6D,TS,c,c,loss
KD,6C,9C,AD,AH,c,r,loss
6D,JC,KD,TH,JD,c,r,loss
6H,TS,9D,9S,JS,c,r,loss
7H,QS,8H,8D,9C,c,r,win
QC,7D,9S,7C,7S,r,r,win
JH,TC,KS,KH,AS,c,r,win
6C,TC,7C,9D,KD,r,r,loss
TC,QC,8D,JH,6H,c,r,win
7H,QH,9H,9C,QD,c,r,loss
9S,KD,JH,AH,TD,r,r,loss
QS,QH,6D,TS,7D,c,c,win
JH,JS,9S,AH,TS,c,c,win
TH,AC,JD,KD,8C,c,r,win
QC,QD,JD,8D,AS,r,r,win
TS,TD,QH,KH,9H,c,c,win
JS,8D,6S,AD,KD,c,r,win
KD,7C,6H,9D,7D,c,c,win
JC,AS,8H,TD,JD,c,r,win
9S,KS,QH,8S,TC,c,r,loss
8H,JD,8C,TD,QH,c,c,win
9D,QH,KH,QC,7H,c,r,win
9D,KC,AH,QS,8S,c,r,loss
8C,8H,6S,KD,KS,r,r,win
8C,7S,9D,KC,QS,c,c,loss
6D,QC,AC,7H,QS,c,c,win
6S,QS,JS,6C,KD,c,c,loss
8D,TH,AC,6H,QS,c,r,loss
KC,9D,TH,AD,6C,c,c,loss
QD,8D,KH,TS,6D,c,c,loss
9S,TD,JC,8S,KC,r,r,loss
TD,JS,AS,9C,JC,c,c,win
KC,7S,JS,JH,7D,r,r,win
QH,TD,JC,AS,8H,c,r,loss
AH,JD,6H,7H,8D,c,r,loss
AC,6H,6D,KS,QC,c,c,win
8C,9C,7S,6H,QH,c,r,win
TS,7S,KD,JH,6D,c,c,loss
AD,7H,8C,TH,TD,c,r,loss
6C,AC,8D,7C,9D,r,c,loss
6H,KS,9C,JD,8C,r,c,loss
AS,8S,8C,9D,6D,c,c,loss
8S,9C,AS,TC,7S,c,r,win
7C,8S,KD,9C,TH,c,r,loss
7S,KD,QS,6C,9S,c,r,loss
JS,7C,AH,9C,AS,c,r,loss
QD,9S,TC,JC,6H,c,r,loss
6H,TS,QC,9C,QS,r,r,loss
8C,9S,JD,AD,6S,c,r,loss
7H,9S,AC,KC,QH,c,r,loss
AC,6C,AS,TH,6H,c,r,win
TD,9H,TH,AD,7C,c,c,win
KS,9H,9D,QH,QS,c,r,win
8D,7D,QC,TD,7S,r,c,loss
JH,9H,7C,QD,AH,c,c,loss
JD,6D,6S,KH,AC,c,c,win
KD,JC,TS,7H,QS,r,r,loss
6H,QS,6S,TH,7C,c,c,loss
6C,7S,QC,TS,QS,c,r,loss
TS,8D,JS,9S,6S,r,c,win
8C,QC,7S,AC,TS,c,r,loss
JH,TD,KD,7H,6H,c,c,loss
7D,QD,9S,8S,KD,c,r,loss
8D,7H,JD,QS,JS,c,r,loss
9D,JD,TH,KD,AS,c,c,win
TS,7S,TH,8D,8H,c,r,loss
TS,6D,KS,AH,9S,r,r,loss
AS,8S,9H,KD,7S,c,r,loss
7H,KC,9D,6H,JS,c,r,loss
KD,9D,7H,TS,QD,c,c,loss
AH,AD,8D,TS,JH,c,r,loss
9S,QH,JS,7H,KH,r,r,loss
6H,AD,QH,KC,6C,c,r,loss
9S,JC,8S,QH,6S,c,c,loss
QS,6H,JD,9S,QD,c,c,win
KH,TH,KS,AD,6H,c,c,loss
AD,8H,JD,9D,KS,c,r,loss
7H,QS,KS,6C,KC,c,r,loss
8C,9H,8H,TH,7D,r,c,win
7D,9H,QD,7H,JC,c,c,win
AC,QD,KC,AD,7S,r,r,loss
9H,6C,TD,KH,JD,c,r,loss
KC,7D,9C,8C,QD,c,c,loss
6H,QD,KH,KS,JS,r,r,loss
TS,KH,7H,QS,TC,c,r,win
AC,7D,9H,QC,JS,c,r,loss
KD,JD,9D,6D,7S,c,r,loss
AC,8S,7S,9D,TH,c,r,loss
7H,6S,8D,KS,AC,c,c,win
QD,9D,KD,8H,AC,c,r,loss
8H,TD,KS,TH,KD,r,r,win
8H,AS,JH,7C,QC,c,r,loss
QC,KC,JC,TD,7C,c,r,win
KD,9H,AS,AC,8S,r,r,loss
9D,AD,7D,KC,KS,c,r,loss
6S,8D,JS,AC,KD,c,r,loss
7H,AD,6H,8S,KC,r,r,win
QC,8H,7H,QH,JC,c,r,win
9S,KS,TD,8H,QD,c,r,loss
8D,8C,7D,JH,9D,c,r,win
9S,7H,8S,6D,6H,c,r,loss
AS,QS,7C,AC,AH,r,r,win
JC,6D,TC,TS,7D,c,r,win
KD,KS,6H,8H,6C,c,r,win
AD,8C,6D,7H,6C,c,r,win
AS,9H,9S,6H,TD,c,c,win
TC,8S,QD,7D,8H,c,r,win
8C,AD,JS,AC,JC,c,r,loss
TS,AC,KS,9S,TH,r,r,loss
9D,JH,7S,QS,6S,c,r,win
JS,JH,AS,7C,7H,c,r,win
6H,9H,9S,QH,7S,c,r,loss
8D,7D,KS,8H,TH,r,c,loss
AS,6H,AH,8C,9S,c,c,win
6C,AH,6H,TC,9H,c,r,loss
6C,QH,9H,8C,KD,c,r,loss
JD,9C,TH,6D,KS,c,r,win
JC,TH,6H,JD,7D,c,c,win
9D,TD,KS,6C,AS,r,r,win
JS,6S,JH,7H,AD,c,c,win
TD,6H,9D,6C,JH,r,r,loss
8D,JS,9S,7S,8S,c,r,win
TC,8D,9D,QC,KH,r,r,win
8H,KH,QH,8C,JS,c,c,win
AC,AS,8C,6H,KH,c,c,loss
AS,KD,AC,6C,JS,c,c,win
7C,7D,9D,JS,AD,c,r,loss
9S,8D,6D,6S,9D,c,r,loss
7C,QD,AD,TC,KC,c,c,win
8S,TH,AS,JH,6C,r,r,win
KS,QC,JD,QD,6D,c,c,loss
8C,AC,6S,8S,9C,r,r,loss
TS,8H,7D,9C,KS,r,r,loss
TH,8C,6D,TC,QH,c,r,win
9H,9C,6S,9D,KH,c,r,win
AH,6H,9S,AD,6C,r,c,win
7S,8S,9C,KD,QH,c,r,loss
AD,AS,TC,7D,JD,c,r,win
QH,JD,KH,JH,6S,c,c,win
KS,QC,KD,7S,6C,c,c,win
7H,6H,QD,7S,QH,c,r,loss
JH,8D,6D,9D,7S,c,r,loss
9D,AH,6H,KH,7H,c,r,loss
6D,8S,QD,6H,TH,c,c,loss
9C,KC,JS,AC,9S,c,c,loss
TH,9S,TD,8S,TC,c,r,win
6C,QC,QD,QS,6H,c,r,win
QC,8D,JC,6H,KC,c,r,loss
KD,QS,7C,7H,7D,c,r,win
JD,KC,6D,QS,JH,c,r,loss
TC,6C,8C,6H,7S,c,r,loss
9D,7C,9H,6D,TD,c,r,win
QS,8C,9C,JC,6S,c,r,loss
KC,9D,7C,7S,9H,c,r,win
AS,9C,9D,7D,QD,r,r,loss
9D,AC,6D,TH,9C,c,c,loss
AS,9D,JS,TD,QC,r,r,loss
QC,6H,8C,9C,TC,c,r,loss
TS,TC,KS,JD,TH,c,r,win
JC,KH,7H,JD,QH,c,r,win
8D,7S,JS,JC,8S,r,r,win
QH,QC,8S,AD,JS,r,r,loss
7S,TC,KH,KS,AD,c,r,win
8C,JH,AH,8D,7D,c,r,loss
8H,KH,QD,KD,KS,c,r,win
AC,TH,AD,JS,7C,c,c,win
KC,QH,AH,JH,9H,c,r,win
8D,AH,6D,KH,QC,c,r,loss
9H,7D,7S,JC,JD,c,r,loss
KH,6S,6D,7H,9C,c,c,loss
AS,QD,TH,6H,9C,c,r,loss
TC,9S,AD,AH,8H,c,r,win
AC,KS,JS,8C,QD,c,c,loss
KS,6D,7H,9S,QS,c,c,loss
8H,6C,JC,TD,KC,c,c,loss
AD,6D,QH,7H,JS,c,c,loss
JC,AH,TC,8S,6H,c,r,win
JH,JD,TS,6H,8D,c,c,win
9C,KH,7S,8S,AC,c,r,loss
8S,JH,KS,7H,6H,c,r,loss
KD,7D,9H,TS,JH,c,r,win
JD,QS,8C,7D,TD,c,r,loss
AC,QS,QH,8D,TS,r,c,win
QH,6S,KD,AH,KC,r,r,loss
JD,6S,7D,7S,8C,c,r,loss
7D,KS,KC,KD,9C,c,r,win
6D,KS,6S,6C,TC,c,r,win
KH,6D,9D,8D,9C,r,r,loss
AS,8H,8D,AD,QD,c,c,win
KD,7S,AC,6C,AS,r,r,loss
9C,9H,9D,7H,KH,c,c,win
TC,JD,7C,6S,KS,r,c,loss
7C,QC,KH,TC,TS,c,r,loss
6H,QC,QS,8C,9C,c,r,loss
QD,KS,7D,8D,JD,c,r,win
JH,6C,8D,TC,KD,c,r,loss
QD,6D,JH,AD,KH,c,c,win
TC,JC,KC,JD,9C,c,r,win
JD,6C,QH,AC,QS,r,r,loss
KH,AH,6D,TD,AD,c,r,loss
8D,KC,7D,QD,TH,c,r,loss
7S,QD,AH,QS,6H,c,r,win
9C,7H,KD,TS,6C,c,r,win
JH,AS,KS,6H,8C,c,r,loss
7H,9S,9D,JD,QD,c,r,loss
7D,6C,JH,TC,QC,c,c,loss
7S,8H,TD,6H,6D,c,r,loss
JC,JH,8D,6H,7C,c,r,loss
8S,TD,6H,AS,AC,r,r,loss
TH,TS,7S,JS,TD,c,r,win
KS,TD,KH,JH,JS,c,r,win
8H,KS,6S,8D,QC,r,r,loss
QD,JS,7H,KS,9S,c,r,loss
QC,TS,6H,TD,AH,c,c,win
7H,TC,TD,KC,TH,c,r,win
JD,7D,9S,TS,KS,c,c,loss
9D,TS,KH,9S,AH,c,c,win
8S,6S,AS,9C,AH,c,r,loss
JS,TD,TC,9H,KH,c,c,win
9S,AC,TD,9H,KH,r,r,win
6H,TH,TC,7D,KC,r,r,loss
AD,TD,QS,QD,7S,r,r,loss
8D,7C,8S,9S,QS,c,r,loss
8C,AD,JC,6C,QC,c,c,loss
TC,7H,9H,7S,KD,c,r,win
JH,9C,7S,QD,6C,c,r,loss
6S,JH,KS,8D,8H,r,r,loss
8S,8H,QC,8C,TD,c,c,win
8S,8H,TC,8C,QD,r,c,win
AD,6S,JH,AS,KS,c,r,loss
KH,JD,9C,TS,7S,c,c,loss
QS,QD,JS,AD,JD,c,r,win
TS,6H,AS,JD,8C,c,c,win
9H,JS,AC,7S,JD,c,c,win
QC,AC,8C,JH,7H,r,r,loss
6D,8S,JD,7H,8H,c,r,loss
KS,AS,QC,QS,AH,c,r,win
AS,7D,QH,KH,JH,c,c,loss
JD,QD,JH,KH,TH,c,r,loss
KD,QC,7C,AD,6H,c,r,loss
QH,7D,TS,6D,8S,c,r,win
8H,AH,QC,6S,TD,c,r,loss
