card1,card2,card3,card4,card5,bet1,bet2,result
6S,AC,QD,JH,JS,r,r,loss
9D,QS,6H,TD,KD,c,r,loss
7D,TC,KS,KC,QC,c,r,loss
KD,AD,KS,KC,TC,c,r,win
6H,8C,8D,9H,7S,r,c,loss
JD,KS,AC,QS,JC,r,r,loss
6C,8D,8C,JS,7D,c,r,loss
8S,KC,QD,AS,TC,c,r,win
JH,9H,QH,AC,7D,r,r,win
QD,TH,QS,7D,KS,c,r,loss
JS,7D,QD,7C,9D,r,c,win
JH,JD,7S,9D,9S,c,r,win
8H,AS,8S,JH,9D,c,c,win
7C,AD,7S,8D,6D,c,r,loss
6C,TS,9D,TH,8S,c,r,loss
TC,8D,9H,8C,KH,c,c,loss
QD,KD,8H,7S,6S,r,r,win
JD,8H,KC,TS,KS,c,r,win
AH,JS,8S,KC,JD,c,c,win
AC,TD,QC,TS,JD,c,c,win
KC,7D,JH,QH,TD,r,r,loss
6S,6C,TS,QS,TH,r,r,loss
JH,TD,9D,7C,9H,c,r,loss
8D,QH,AD,QD,TH,r,r,win
6D,9D,JH,TS,QC,c,c,win
6D,JS,QC,QS,QD,c,r,win
KH,KS,8C,6S,TD,r,r,win
9C,KC,JH,QC,7H,c,r,win
8S,8H,TS,JH,9D,c,c,win
8H,TD,QC,9C,QD,c,r,loss
AD,6S,AC,TS,TH,c,r,win
9C,TS,TD,9S,QC,r,r,win
8H,AD,7H,8D,JC,r,c,loss
9D,AC,KC,7S,7D,c,r,loss
JH,6H,9D,KD,6C,r,r,win
AH,QD,QC,7D,JH,c,c,loss
6S,TC,JC,QD,KC,r,r,loss
JS,TH,AS,TC,9C,c,c,win
QC,6D,8D,JD,KH,c,r,loss
QH,QS,KH,9D,JS,c,c,win
7C,KS,TS,JC,KD,r,r,loss
TC,8C,JC,KC,9S,c,c,win
7D,KH,AH,8D,TD,c,r,loss
9H,JC,AH,8D,KS,c,r,loss
7C,9C,KC,JS,QD,c,c,loss
6H,7C,QS,TC,JD,c,r,loss
JS,AC,7C,TS,QH,c,r,loss
8C,JC,TH,QC,7S,c,r,loss
KS,7D,6D,JD,AH,r,r,loss
AD,6D,9S,QC,QH,c,r,loss
KS,9D,TD,9S,8C,c,r,loss
QD,7H,TC,7S,9C,c,r,win
KS,JS,TS,9C,JH,c,c,loss
8D,TC,AS,QD,JS,c,c,win
9H,8H,QS,TH,7S,r,c,loss
AS,8H,KD,TH,AH,c,c,win
TS,6H,AS,8S,JD,r,c,win
JH,8S,9C,KC,8H,c,c,win
QD,KH,9H,QS,7H,c,c,loss
QD,8D,QS,KD,JD,c,r,loss
7H,7D,7S,AS,TC,c,c,win
8C,9H,8D,6H,9C,c,r,loss
TH,QS,JS,KD,7S,c,r,win
JH,9C,9D,8H,AH,c,c,loss
7S,QD,QS,TC,6S,c,r,loss
TH,7H,6S,6C,KH,r,r,win
KH,KC,TC,QC,6S,c,c,win
JH,TD,7H,7S,AS,c,r,loss
AH,8C,TH,AS,8D,c,r,win
8C,TS,TH,KS,QH,c,c,win
8D,AS,AD,QS,QC,c,r,loss
7S,9H,6S,8S,TH,c,c,win
8C,TD,7D,KD,QH,r,r,win
JD,QD,7D,JH,QH,c,c,loss
7S,7H,JS,KC,6D,c,r,loss
TS,6D,6C,AC,9D,c,c,win
KS,TD,TS,AC,8C,r,c,loss
7H,KH,TD,AC,9C,c,c,loss
6S,AS,KH,8C,JC,c,r,loss
9C,AC,QH,9H,8C,c,r,win
JH,9C,6H,6D,AD,c,r,win
7H,QD,KD,9D,QH,c,r,win
AH,QH,QC,8S,KS,c,r,loss
AC,JS,7H,AH,7C,c,r,win
AC,7C,KS,9C,TS,c,r,loss
8D,QD,TH,8H,QS,c,r,win
TD,QD,TC,6S,QS,c,c,win
AS,KS,8D,JD,9H,c,r,loss
9C,AH,8H,QD,TH,c,c,loss
7C,8C,7D,KC,JD,c,c,win
KH,QH,TC,QS,9C,c,c,win
KC,AH,TD,TC,7C,c,r,win
KS,8S,AC,AH,JH,c,r,win
TD,6D,6S,TH,7D,r,c,win
KS,AH,QD,7H,AS,c,c,win
TH,8H,6C,KH,9H,r,c,loss
9C,7D,7H,TH,9H,r,r,loss
8C,AS,JC,KH,7S,c,r,loss
7C,9D,QD,9C,AC,r,r,loss
8C,TC,KS,7D,9S,r,r,win
9H,8D,KD,QD,9S,c,r,win
JH,7S,JD,8H,TC,c,r,win
JH,9D,TC,AC,QC,c,r,loss
JD,KH,9C,9S,6S,c,r,loss
7C,JD,AD,JH,TD,c,c,win
AH,AD,KD,6D,7H,r,r,loss
AC,JC,8H,8S,KS,r,r,loss
JS,JC,6C,8D,6D,c,r,win
AS,AH,8C,7C,8S,c,r,win
8H,6C,9H,JH,TC,c,c,win
8H,JC,8D,8S,JS,c,r,win
QH,AD,JH,9D,JC,c,r,loss
TS,6S,8C,AS,KS,c,c,loss
AD,AS,8C,JD,JS,c,r,win
7S,QS,7D,9C,7H,r,r,win
6C,JH,6D,TS,QD,c,r,loss
7D,8D,6S,7H,KS,r,r,loss
QS,6H,8C,KH,9C,c,c,win
QS,8S,JH,6D,9S,c,c,loss
AC,JC,8C,TD,AH,c,r,loss
7D,TC,8D,JD,6C,c,c,loss
8D,TH,QC,7S,TC,c,c,win
JH,JS,8C,6H,7S,c,r,loss
QD,QS,TH,6D,QH,c,r,win
7H,TC,QD,7D,KH,c,r,loss
6D,TH,QD,TS,JD,c,r,loss
7H,AD,QC,JS,JD,r,r,win
KH,7S,6C,KC,8C,c,c,win
9S,7D,6D,9H,KD,r,c,win
8S,TH,KH,QD,TS,c,c,win
7H,TC,AH,7D,TS,c,c,win
QD,QS,7S,9H,TC,c,r,loss
KD,JS,9C,JD,7H,c,c,loss
JH,KH,6D,QS,JC,c,r,win
TC,KH,TD,AD,6C,r,r,win
QS,8H,9S,JH,AH,c,c,win
JS,AC,6D,QS,TC,c,r,loss
JS,KS,8C,JC,TH,c,r,loss
QH,JD,QD,TD,7D,c,c,win
9H,QS,7D,6D,KC,c,c,win
KD,KC,6D,AS,6H,r,r,loss
6H,KS,TC,KC,7H,c,r,win
6H,JD,9C,7H,9D,c,r,win
9C,JS,QS,TH,8C,c,c,win
TS,6C,8H,QS,QC,r,r,loss
JD,8C,KH,KC,8S,c,r,loss
7C,9H,JS,TS,TH,r,r,win
9D,KS,AD,8C,9H,c,c,loss
6H,6S,7H,8H,AH,c,c,win
QH,TC,KC,JH,QD,c,c,win
7D,9C,QC,6S,8D,c,r,loss
7S,KS,JC,JD,AH,c,r,win
AD,7D,KC,6S,8D,c,r,loss
AC,TS,7S,6C,AH,c,r,win
QD,KC,JH,8D,7H,c,r,loss
JS,7S,TH,9H,9C,c,r,loss
QS,8H,6D,9C,9H,c,r,loss
8D,JD,9H,TC,QH,c,r,win
7C,9S,8C,AD,QC,c,r,loss
TS,AC,9H,JH,TC,c,c,loss
7S,8D,9H,QC,TD,c,c,win
9S,8D,6D,7C,KC,c,r,loss
KH,AS,9H,TD,KC,c,r,loss
QH,JD,6C,7H,7S,r,r,win
TC,9S,AS,QH,9D,c,c,win
8S,JS,9C,6D,JD,c,c,loss
AS,TD,TS,KC,9C,c,r,win
QC,6C,QH,7D,6D,c,r,win
KD,AH,7D,8C,TS,c,r,loss
7C,TS,AS,6D,6S,c,r,win
KH,QD,TD,QS,AC,c,r,win
TH,9C,QH,TD,7D,c,r,win
JD,JC,7C,7H,8D,c,r,win
AS,8D,8C,TD,TC,c,r,loss
AS,8D,KC,KH,KS,r,r,loss
8D,QS,6D,QH,9H,c,r,win
7D,6D,AC,6H,TD,c,r,loss
JH,7D,6C,AD,KD,c,c,loss
8S,QC,QD,TD,TC,c,r,win
KD,JH,QC,TC,9S,r,r,win
7H,7C,TD,AH,6D,c,r,win
KH,AS,QS,JH,6C,c,r,loss
KD,TS,8H,9H,QD,r,r,loss
KH,6C,6S,KD,KS,c,r,win
AS,8S,TH,6C,9H,c,r,win
8H,8S,9H,6S,JH,r,r,loss
9H,QC,JH,7H,7D,c,r,win
KC,JS,KD,AD,JD,c,r,loss
8D,6S,TS,6C,KD,c,c,win
AC,6D,7H,6C,6H,c,r,win
AC,JS,TS,AS,QS,r,r,loss
AH,AD,QH,JD,KC,c,r,loss
JD,TH,9D,KH,6C,c,c,loss
7H,QS,JH,AD,JS,c,r,loss
6S,TS,6D,TD,JH,c,c,win
AH,6C,6S,KD,QH,c,c,win
JC,8H,QC,7H,8S,c,r,win
KH,AD,TS,JH,9S,c,r,loss
8C,9C,JD,6D,TD,c,r,loss
9C,TD,6H,QH,AD,c,c,win
JC,8H,QH,6S,KS,c,r,loss
AH,QH,TH,JC,TD,c,r,win
7C,KH,TD,7H,TS,c,r,loss
TC,JD,JH,6S,AD,c,r,win
9S,9H,9D,KH,9C,c,r,win
8D,KC,QH,9D,QS,r,r,loss
8S,QH,AC,QC,KH,c,r,win
9D,KD,JC,TD,8S,c,r,loss
7C,TS,7H,QC,6H,r,c,loss
AC,TS,QH,7S,6S,c,r,loss
6C,JC,TS,7C,9C,c,r,loss
8D,KD,JC,JH,7H,r,r,loss
6H,6S,KH,9H,7H,c,r,win
JD,9S,JC,AD,9D,r,c,win
KS,9C,QH,QS,KH,c,r,win
KD,9C,TC,KC,6C,c,c,win
JH,6D,7S,TD,6H,c,r,loss
7D,9D,TH,JH,TC,r,r,win
AH,6S,7C,9S,7D,r,r,loss
6H,KH,TC,7H,KD,c,r,win
AS,KC,KD,7C,8C,c,r,win
6H,8C,KD,9H,QD,r,c,loss
9D,JD,QS,7S,QC,r,r,loss
6D,QD,AC,7S,9H,c,r,loss
6S,7C,JS,7S,AH,r,r,loss
JD,QH,AC,7S,TH,c,r,loss
8C,QH,AC,7D,AD,c,r,win
6H,8C,JS,JC,TS,r,r,win
6S,8H,JH,QD,TH,r,r,loss
JD,QD,7C,AS,KC,c,c,win
8S,7D,7H,9D,7C,r,r,win
AD,8D,6C,7D,AS,c,r,loss
TC,8S,7D,6S,TD,c,c,win
AS,7H,AD,8D,6H,c,c,loss
6D,AS,6H,QD,6C,c,r,loss
KS,QD,JS,7C,JH,c,r,loss
9H,JH,7H,6C,7S,c,r,win
8S,TH,QD,7S,6C,c,c,loss
KC,KH,8S,JH,QS,c,r,loss
8S,QD,AS,AC,JH,c,r,loss
TC,QS,TS,KD,TH,c,r,win
QD,6D,JS,8H,JD,c,r,loss
9S,QD,JS,JH,AH,c,r,loss
6S,JD,AC,9H,8S,c,c,win
9C,8S,TC,9D,KH,c,r,loss
AS,KH,6D,AH,AD,c,r,win
QS,8S,9H,9C,KC,r,r,win
QD,AC,JD,TH,8D,r,r,win
JC,8C,9C,7S,KH,c,r,win
9S,8H,8S,7S,6S,r,c,win
QD,8S,AH,TD,8D,r,c,win
8S,JD,AH,9H,6S,c,r,loss
6H,KC,7H,AD,9S,c,r,win
6D,KC,7C,JC,TD,r,c,win
8S,KD,6S,JC,TD,r,c,loss
9C,AH,JC,JH,KS,c,r,loss
7H,QH,9D,AS,JH,c,c,win
7C,8S,6D,6H,7D,c,r,win
8C,JC,KC,TC,9S,c,r,win
AS,AH,8H,QS,JC,c,r,loss
7S,8C,KS,TC,7D,c,r,loss
JH,TD,JS,9S,7H,c,r,loss
AD,AC,7C,KS,7H,c,r,win
JH,KS,7H,JC,QH,c,c,loss
AH,KH,7H,8S,9C,r,c,win
QD,KC,KS,7D,JC,c,c,loss
TS,9S,9H,JH,AS,c,r,win
QH,9S,6S,AD,AS,c,r,loss
8H,7S,6D,9S,JH,c,c,loss
9D,QS,7H,JC,7C,c,r,loss
JC,6H,7S,AS,JD,c,c,loss
QC,JC,8S,TH,JH,c,c,win
6S,9C,6D,7C,7H,c,r,win
AD,QC,7D,9H,JC,c,r,loss
AS,8C,QS,8H,QH,r,r,win
AC,6D,JC,AD,8D,c,r,win
8C,8D,8H,TD,TS,c,r,loss
6C,7C,8H,AH,9C,r,r,loss
AH,6D,8C,9H,9S,r,r,loss
QD,KD,8S,8C,6D,c,r,loss
6D,QD,JD,6C,JH,c,r,loss
8H,JS,KD,TS,AH,c,r,loss
KH,9H,TS,JH,JS,c,r,loss
KS,7D,KC,JD,9S,c,c,loss
QC,JD,6H,TH,TC,c,r,loss
9D,JC,8D,AD,AH,c,r,loss
TS,7S,KH,8H,7H,c,c,loss
QH,6C,8H,TC,KD,c,r,loss
7D,9H,TD,8D,8S,r,r,loss
JD,6D,8D,TC,9C,c,r,loss
7D,9S,KD,7S,9D,c,c,win
KC,8D,8H,KD,AD,c,c,win
KS,9C,JS,6S,9H,c,c,loss
QD,6S,7D,8D,9C,c,r,loss
KD,QC,7D,QD,KS,c,r,win
9C,TC,8D,9H,KD,c,r,loss
QH,TH,6H,7C,QC,r,c,win
TD,8S,9H,JC,8C,c,r,loss
JS,9H,6D,6H,8C,c,r,loss
6S,7H,JH,8D,AH,c,c,loss
8C,JS,TH,7C,TS,c,r,loss
JC,TS,KC,8S,JS,c,r,loss
7C,TS,9C,AC,KS,r,r,loss
8C,7C,9H,KC,TC,c,r,loss
7S,TD,QD,6H,KS,c,c,win
8C,TS,TC,8S,9C,c,r,loss
7C,8C,TC,8D,TD,r,r,win
AH,TC,9C,AC,KC,c,r,win
9S,7D,QS,QH,7S,c,r,win
KH,6C,9D,6D,TD,c,c,win
9S,JS,9D,9C,8C,c,r,win
6C,JS,KC,JC,7D,r,r,loss
7C,AS,7S,JC,9H,c,c,win
JD,8H,KD,6D,TD,c,r,loss
KH,QD,7S,9D,7C,c,r,win
JS,7S,9H,8C,QS,r,r,loss
9C,QH,7H,7S,TC,c,r,loss
TC,KC,KD,6D,JC,c,c,win
9C,AS,QD,AC,TD,c,c,win
9S,QH,TD,JH,7C,c,r,loss
TS,QS,9D,7S,6H,c,r,loss
TD,QD,8H,7S,8D,c,r,loss
7D,AS,9S,AD,8H,c,r,win
QH,AC,7D,JC,6C,r,r,loss
TH,AC,9H,7D,KD,c,c,win
TC,9S,KD,QC,6S,r,r,loss
AH,TC,QC,QD,9H,c,r,win
KD,TD,JS,JH,8H,r,r,win
QD,7D,AD,QH,8C,c,c,loss
QS,TS,9C,KS,7D,r,r,loss
9D,QC,AS,7S,7D,c,r,win
7D,8S,QC,AC,6S,c,c,loss
6C,TS,QS,9C,7S,c,c,loss
TD,9C,KH,AC,6D,c,r,win
TH,QH,9C,6H,8C,c,r,loss
6S,KS,8C,7C,6D,c,r,loss
QS,8D,JS,AD,AS,r,r,win
QH,7S,JS,QS,JD,c,r,loss
9D,TH,8C,7D,6D,c,r,win
JC,9H,QD,TS,6S,c,c,loss
AS,9H,9S,7D,TD,c,c,win
7S,9D,8H,8S,9S,c,r,loss
7H,7S,JD,KS,6S,r,r,loss
AS,6C,QH,AD,8D,c,r,win
6H,TD,KC,JD,KS,c,r,loss
9H,AH,6D,KC,6S,c,r,loss
KD,JH,9S,QS,QH,c,r,loss
QC,TS,8C,KH,QH,c,c,win
8D,AD,7C,AC,QS,c,r,win
TC,AH,9S,QC,8S,c,r,loss
TD,7C,TC,8D,TH,c,r,win
TD,TC,9C,KH,7S,r,r,win
AC,JS,KH,KS,AH,c,r,loss
6D,QH,JH,8S,AH,c,r,loss
8S,9S,7D,6H,TH,c,r,win
JD,AS,QC,7S,9C,c,r,win
AC,6S,AS,8C,QH,c,c,win
8S,TH,TS,KS,7S,c,r,loss
AD,7S,6C,JD,7H,c,c,win
6S,JH,9D,7C,QS,c,c,win
8C,KS,JC,7D,TD,r,r,loss
KH,6S,TH,JS,9H,c,r,loss
QH,QS,8D,QC,9S,c,r,win
9C,JC,TH,JD,9D,c,r,win
AC,KH,7S,QS,9D,c,r,loss
KH,TD,QC,AS,QD,r,r,win
TD,9D,JC,9H,TC,c,r,win
JS,7S,JC,QH,AC,c,r,win
QC,KC,JS,9H,8D,c,r,win
KH,9S,7C,QD,8D,r,r,loss
QH,KD,KS,9H,8C,c,c,loss
6C,KH,JC,7C,KS,c,c,win
TC,7D,QD,6S,8D,r,r,loss
7C,8C,8D,7D,AC,r,r,win
JS,TH,QC,8S,6D,c,r,loss
JH,AD,6D,AS,9H,c,c,win
AC,6S,7D,TH,7H,r,r,loss
KD,KC,QH,7C,8S,c,r,win
JH,KS,7H,6C,AC,c,c,loss
7D,7S,AD,TD,9S,c,r,loss
KH,JS,JD,6S,AS,c,c,win
9S,TS,JD,8C,9H,c,c,loss
QH,JC,KD,KC,TC,c,r,win
KH,QS,QH,8S,JD,c,c,win
8C,9S,9C,7H,6H,c,r,loss
KD,8D,JC,TH,AC,c,r,loss
6D,7S,6H,8S,AS,c,c,loss
6H,6D,KD,TC,AS,c,c,win
JD,TS,KS,8C,6H,c,r,win
JC,QH,JS,8C,9D,r,c,win
KC,7H,9S,AS,6C,c,r,loss
9H,QD,7C,9S,AS,r,c,win
TS,8S,7C,9H,KD,r,r,loss
TS,7H,8D,6H,6S,c,r,loss
KS,7D,TS,7S,QD,c,r,loss
AH,TS,8S,KD,KC,c,r,win
AC,6S,8C,7S,AD,c,c,loss
QD,KH,JD,AD,9H,c,r,win
6D,9C,TC,QC,JH,c,r,win
7C,KC,7D,9S,TC,c,c,win
6H,JS,KD,QC,7H,c,c,win
QS,8S,6C,TD,KD,c,r,loss
8C,7C,6S,TS,JD,c,r,loss
9H,KC,8S,QH,6H,c,r,loss
8S,AS,8D,AH,TD,c,r,loss
KS,AS,6H,JD,KH,r,r,win
AS,8S,6H,9D,6S,c,r,loss
TS,6S,AH,7H,8D,c,r,loss
6D,KH,TS,KD,AC,r,r,loss
9C,QD,6D,6C,7H,r,r,loss
QH,TC,JS,7S,6D,r,c,loss
8D,9S,9H,TS,QC,c,r,win
JS,QH,TH,TC,AH,c,r,loss
JS,JH,QS,AC,7C,c,r,win
6H,TS,9C,7S,TD,r,r,win
TC,9S,AH,7H,KD,r,r,win
6S,AS,7H,AD,8D,r,c,loss
7H,JH,KC,8D,9D,c,c,win
JD,QC,9C,6H,8D,c,r,win
7C,QS,8S,7S,TD,c,c,win
9H,JS,TS,8S,TD,c,r,loss
AD,6D,9S,8D,7C,c,r,loss
8D,9D,8C,QH,7H,c,r,loss
7D,7S,7H,6H,QD,c,c,win
9H,TS,8C,8D,6S,c,r,loss
KH,6D,AC,AH,9C,c,r,win
KH,QD,7C,QC,9D,c,c,win
KD,JC,KC,QD,6C,r,c,win
AC,6S,QD,AS,8C,c,r,loss
QD,9D,KS,TC,6S,r,r,loss
9S,KD,QC,8C,TC,c,r,loss
JH,6C,6D,TH,QC,c,c,win
7D,QH,QS,TC,9H,r,r,loss
JC,9S,TH,8C,7H,c,r,win
7C,9S,7D,KD,KS,c,r,loss
QD,TC,QC,9C,8H,c,r,win
7D,AH,AD,8D,JH,c,c,win
TC,9S,AH,6D,JH,c,c,loss
9D,QD,AC,JD,7S,c,r,win
TD,9D,QC,AD,TS,c,c,win
8C,8H,KH,9H,7H,c,r,loss
JC,7S,JH,AS,6S,c,c,win
9S,QS,TC,JH,7C,c,c,win
6C,QS,8C,AC,7H,c,r,loss
7D,8S,KH,7H,9S,c,r,loss
6S,TH,QC,AH,QD,r,r,loss
KS,8S,QD,6C,KC,r,c,win
JH,AS,9S,KC,JC,r,r,loss
AH,QS,KS,8H,AS,c,c,win
7H,TH,QS,JH,AD,c,c,win
8H,8C,9C,AD,QD,c,r,loss
KH,7H,JS,7D,9D,c,c,win
9C,7S,TS,JD,8D,c,c,win
8S,JD,KS,6C,7D,c,c,loss
AS,TS,7S,AD,6D,c,c,win
7S,JC,TS,8H,QC,c,c,win
7C,7D,KS,QC,9C,c,r,loss
QH,TD,7C,9H,KH,c,c,loss
TS,9H,TH,7H,QD,c,r,loss
AD,KC,6C,AC,QH,c,c,loss
7H,TC,8H,6H,AS,c,r,loss
QC,TS,7C,8H,7D,r,r,win
6C,6H,QC,JH,QD,c,r,win
AH,8S,KD,6D,AC,c,r,loss
7S,KS,9S,TS,KH,c,c,win
AC,JH,6D,JS,TH,c,r,loss
JD,KS,AS,7C,9S,c,r,loss
JS,AS,7S,JC,8S,c,r,win
9H,KD,6H,8D,AH,c,r,win
8C,9D,KD,6S,9H,r,c,win
QH,KC,QS,KD,7S,c,c,win
QS,TS,KD,8C,QD,r,c,win
7D,TC,9D,9S,6S,c,r,loss
TS,8C,AC,AS,KC,c,r,win
8C,TD,TH,6S,6C,c,r,win
AC,QD,KH,6D,KS,c,r,win
TD,7S,AD,AS,8C,r,r,loss
6H,QS,AH,QC,6S,c,c,win
7H,6D,6S,7C,8S,c,r,win
6S,7H,9S,8S,KC,c,r,win
9D,8D,8H,9C,AD,c,r,win
KD,TH,KH,QH,7H,c,r,loss
7H,8D,7C,QD,TD,c,c,loss
9C,JS,KH,9S,QC,c,r,win
AD,8C,9D,6S,AH,r,r,loss
8H,8C,6H,TD,JH,c,c,win
7H,AH,8H,QH,AD,c,r,win
8C,TC,KC,9D,8H,c,c,loss
8C,6C,JS,AD,7H,r,r,loss
AH,QD,6S,TC,9C,c,r,win
6C,TH,7D,KH,8H,c,r,loss
8S,7S,AD,9C,9D,r,r,loss
AS,TD,QC,QH,9C,c,r,loss
AH,TS,TD,QS,8H,c,c,loss
7C,JD,6C,TH,QH,c,c,loss
8S,6D,AS,6C,QC,c,c,loss
AC,7S,7C,JS,9C,c,r,loss
6D,JC,AD,7D,8D,c,c,win
JH,KS,KH,QH,QC,c,r,win
QC,6H,QD,JC,7S,r,r,loss
KC,JD,9S,TH,6H,c,r,loss
8H,AH,KS,QS,KC,c,r,loss
9H,6H,TD,7H,AC,r,c,loss
KC,7D,9C,KH,6C,c,c,win
6D,8S,9H,9D,8H,c,r,loss
TS,8C,JH,8D,KD,c,c,win
9H,QH,KD,7C,AH,r,r,loss
QS,8C,AC,8D,JC,c,c,win
7S,JC,TH,7H,8D,r,r,win
JC,8S,9D,6S,AH,c,c,loss
8D,TS,7D,6S,AC,c,r,loss
QS,7S,9D,TD,7H,c,r,loss
KH,JS,JD,KC,QS,c,c,win
8C,QH,AS,8H,6S,c,c,win
6C,8D,9H,QC,9D,c,r,loss
6S,QD,KD,QC,JD,c,r,win
6C,JC,JD,9S,7D,c,r,loss
9C,TC,KD,QC,7C,c,r,loss
TS,9H,AS,7D,6D,c,c,win
QD,JS,6H,AS,7S,c,r,win
7S,8C,AS,6C,7H,c,c,win
QS,9C,TS,KD,TD,c,r,win
JH,9S,8H,9D,KC,c,c,win
7C,6D,AC,9C,8H,r,r,loss
8H,AS,KC,JS,JC,c,r,win
7D,6D,KC,7H,QH,c,r,loss
8C,QD,6H,TC,8D,c,c,loss
QH,JS,JC,QC,7D,r,r,win
QC,QD,TC,JH,KC,c,c,win
AD,9D,7S,8S,TD,c,r,win
JS,QD,6S,8H,QH,c,c,win
9D,JC,TC,9H,7C,r,c,win
7S,6C,KH,QH,8C,c,r,loss
TC,6D,AC,JD,KS,c,c,loss
TD,9S,9C,AD,KC,c,r,loss
6S,7C,JS,KH,6H,c,c,loss
JC,TC,KC,8H,KD,c,r,loss
AS,TH,7C,9C,8D,r,c,win
6H,6D,7H,KC,9S,r,r,loss
7C,KD,8C,6H,6D,r,r,loss
KH,JS,9H,QC,KD,r,c,win
TD,9C,9S,KD,TS,c,c,win
AS,9C,7S,8H,9D,c,r,loss
6D,6C,TS,KS,TH,c,r,loss
7H,AD,KD,7D,KS,c,r,win
KC,KH,TH,8S,JH,c,r,win
TS,KC,9H,9C,JH,c,r,win
6S,8D,AS,6H,8H,c,c,win
8D,AD,7H,8C,QS,r,r,loss
9C,9S,KC,8S,TS,c,c,win
KS,6D,9C,AH,KH,c,r,loss
AS,QS,AC,JS,9H,c,c,win
9D,8H,JH,9S,JD,c,r,loss
9S,KS,JD,TS,9H,r,r,win
TC,9D,KD,KC,6C,c,r,loss
7H,9H,AS,TS,QD,c,c,loss
6H,JC,8S,KH,AH,c,c,win
6D,KS,JH,JD,8D,r,r,loss
9S,6H,8H,JH,TS,c,c,loss
8H,JS,7C,JH,KH,c,c,win
KS,KD,7D,KH,7H,c,r,win
8H,AD,8S,QH,TS,c,r,loss
QS,AC,JC,8H,QC,c,r,win
JH,QS,QC,TC,8H,c,c,loss
AS,TC,JC,QC,AH,r,r,loss
6H,7S,TD,AH,KH,r,r,loss
KC,QS,JC,8C,8S,r,r,loss
8S,8H,QS,QC,TC,c,r,win
JS,7D,TS,7S,9S,c,r,loss
8S,9S,8H,6C,6D,r,r,loss
9D,QH,9C,QS,7H,c,c,win
8S,8D,TD,JC,6S,c,r,win
6H,JH,KD,KH,JS,c,r,loss
TH,AC,QD,8S,6D,c,c,loss
AD,6H,9H,QC,7C,c,r,loss
9D,8C,TS,6C,7S,c,r,win
7S,7C,8S,QS,AC,c,c,win
6S,JC,AH,AD,7C,c,r,loss
7S,8C,KC,8S,QC,r,r,loss
TH,JC,JS,9H,7H,c,c,win
7H,AH,TS,KC,KD,c,r,loss
6D,AD,8D,KC,TH,c,r,loss
6H,8H,QC,KD,7D,r,r,loss
6S,AD,9D,JC,6C,r,r,loss
AD,JD,QD,TC,TS,c,r,loss
KS,9S,QS,7H,TD,r,r,loss
KS,8C,AH,JC,6H,c,r,win
QS,AC,QD,TS,QC,c,r,win
JH,JD,7D,JC,6S,c,c,win
TD,6C,6D,7D,QH,r,c,win
6H,QH,7C,7S,TS,c,r,loss
8C,KS,7C,KD,KC,c,r,win
7C,AC,JD,QH,6C,c,c,win
6C,QS,JD,TH,7D,c,c,loss
KH,JH,JD,7C,QC,c,r,win
7C,QC,KH,JS,6H,c,c,loss
QC,KH,8D,JS,KD,c,c,win
8H,QD,8C,7D,6S,c,r,win
KH,9S,JH,KD,TC,c,c,win
KH,8D,AH,TC,7H,c,r,win
QS,7S,AS,TH,KS,c,r,loss
QH,QS,AC,JC,8D,c,r,win
7H,9H,8S,6C,JC,c,r,loss
QC,7C,8H,8D,TS,c,r,loss
8C,7C,8D,QS,KS,c,c,win
KD,8S,8C,JH,7S,c,r,loss
TC,QH,9S,9H,7H,c,r,loss
8H,TC,KD,JS,8D,c,c,win
6D,7C,8D,QC,KC,c,r,loss
KS,TC,9H,8S,QS,c,r,loss
QC,6D,KD,JD,8C,c,r,loss
JD,8C,AH,8H,6D,r,r,loss
8H,JD,9S,AS,TD,c,r,loss
QH,6S,6D,QD,QC,r,r,win
9D,QD,7S,JS,TH,c,r,loss
QD,8C,9H,KH,KD,r,r,loss
7D,AD,JC,8S,9D,c,r,loss
JD,9H,KH,QS,8C,c,r,loss
9D,6H,TD,AS,6S,r,c,loss
TC,9S,JC,7D,6C,c,r,win
QD,JH,AD,QS,6D,r,c,win
JS,7S,6S,8S,9S,r,c,win
TC,JD,QD,6S,8S,c,r,loss
JD,TC,AH,8C,KS,c,c,win
QD,7S,QS,TD,9H,c,c,loss
JD,7D,TC,JS,KC,c,c,win
QS,9D,JC,TD,AD,c,r,loss
KD,9C,QH,AH,9S,r,r,loss
KS,KH,9D,JC,8S,r,r,win
8C,9S,9C,JH,KS,r,c,win
6D,AC,QS,8S,TH,c,r,loss
7H,AD,7C,KH,QD,c,r,win
JS,7C,7H,QD,7S,c,r,win
KH,KD,6C,8H,QH,c,c,win
9D,JH,AC,TD,8C,c,c,win
AH,TH,KS,QD,AD,c,r,loss
KS,AD,JH,9H,KC,c,r,win
JC,8H,9H,8S,KS,c,r,loss
QC,QS,TH,6D,JC,c,c,win
9C,QH,TH,7H,6H,c,r,win
9H,7H,AC,KH,QC,c,r,loss
9H,KS,JH,JC,9S,c,r,win
TD,TH,7D,8D,AH,c,r,win
TS,7D,6D,6S,9S,r,r,win
AH,9S,9H,AS,9C,r,r,win
7S,8C,6D,JD,9C,c,r,loss
JC,7S,KD,AS,JS,c,r,loss
TS,9H,QH,TH,8H,r,r,win
7H,9H,AD,QH,TH,c,r,win
