card1,card2,card3,card4,card5,card6,bet1,bet2,bet3,result
QH,TD,AC,AD,8H,9H,c,c,c,loss
7D,7C,JD,9H,8S,9D,c,c,c,loss
6C,QC,7C,JH,KH,6H,c,c,c,loss
KS,KC,7H,TS,8S,AD,c,c,c,win
6H,7C,TD,8D,9D,AS,c,r,c,loss
9C,7D,AD,TS,8D,6S,c,c,c,loss
8D,7D,TD,7S,QH,KH,c,c,c,win
QC,AC,AD,7S,6H,KD,c,c,c,win
6C,QD,8C,6D,KD,9S,c,c,c,loss
QD,QS,6D,7S,9S,7D,c,c,c,win
AH,6H,AD,TS,JD,9H,c,c,c,win
6D,KS,7C,6H,6S,QH,c,c,c,win
8C,KH,6D,QH,QD,KC,c,c,c,win
9H,AD,JS,8D,KC,8H,c,c,c,loss
TD,KS,TH,KC,6D,6C,c,c,c,win
AH,TC,9D,JD,QD,TH,c,c,c,loss
AD,9H,KC,8H,TD,7D,c,c,c,win
8D,9S,KD,JH,AC,KH,c,c,c,win
TC,9S,AD,JH,QS,JS,c,c,c,loss
7D,AH,QS,6D,AS,KD,c,c,c,win
7H,QH,6H,7D,7C,QC,c,c,c,win
TC,6C,JC,6S,6D,TH,c,c,c,win
TH,7C,6H,AD,7S,QC,c,c,c,win
AS,8C,6H,8D,KC,KD,c,c,c,win
8D,8H,6C,QC,AS,9S,c,c,c,loss
QH,AC,QS,AH,JC,TH,c,c,c,win
JH,6D,AD,7S,QS,TH,c,c,c,loss
TH,JD,TD,KH,9C,9H,c,c,c,win
6D,9D,KD,QH,JH,QC,c,c,c,loss
KS,8C,QH,TS,JH,JC,c,r,r,loss
7C,TC,9C,JC,TD,AD,c,c,c,win
TD,7S,AH,TS,JH,QS,c,c,c,win
9H,8S,JC,TS,JS,9S,c,c,c,win
8D,QH,9S,8H,8C,JH,c,c,c,win
KC,6D,JD,JS,KD,JH,c,c,c,win
QH,7S,KS,TH,KD,AS,c,r,c,loss
7H,KD,TD,AD,JS,JD,c,c,c,loss
JH,9S,QH,QC,KS,7S,c,r,c,loss
7S,9H,TC,9C,QD,7C,c,c,c,win
TS,JC,9C,7S,KH,6C,c,c,c,loss
AH,6S,6D,TD,JD,8C,c,c,c,loss
QS,TS,KC,8H,QD,TC,c,c,c,loss
7C,9C,6S,9S,JH,KH,c,c,c,win
7H,JC,9C,8D,AH,6H,c,c,c,win
JC,8D,TS,KH,AC,QD,c,c,c,win
8C,9C,TH,8H,KS,AD,c,c,c,loss
9H,9C,TD,KH,AH,KS,c,c,c,win
QD,JS,TH,7S,6S,KC,c,c,c,loss
7D,JS,6D,KS,AH,6C,c,c,c,loss
8D,6D,JS,6C,AS,9D,c,c,c,loss
6C,7C,KC,QC,KS,KD,c,r,r,loss
KH,JH,JC,JS,AH,TH,c,c,c,win
TC,8C,9H,AH,QD,6C,c,c,c,loss
AD,9S,TC,JS,6C,AH,c,c,c,loss
JC,9S,KS,7D,JH,TS,c,c,c,loss
7H,9C,QC,TH,AH,KS,c,c,c,loss
AC,QD,AH,KS,6C,JS,c,c,c,loss
8D,JS,QC,QS,AC,7S,c,c,c,win
TH,9C,6D,QS,JD,9S,c,c,c,win
9C,8C,6S,TC,QD,QH,c,c,c,win
6S,AC,9D,6C,9C,8S,c,c,c,win
TH,9S,8H,JS,AS,7C,c,c,c,win
9S,JS,TH,9C,TC,7D,c,c,c,loss
QS,9H,9D,KS,QC,JS,c,c,c,win
QH,QD,TC,KS,KD,9H,c,c,c,loss
JS,TC,9S,JD,6S,KS,c,c,c,win
9D,QS,6D,AS,6S,QD,c,c,c,win
8H,KD,9H,QC,6C,9C,c,c,r,loss
6C,KD,9C,TH,KS,TC,c,c,c,loss
8S,TD,KH,8D,9S,QH,c,c,c,win
7H,8S,QH,JD,9H,JS,c,c,c,loss
7S,KD,QH,7C,AC,6H,c,c,c,loss
QC,9C,AD,8H,KH,KD,c,c,c,win
KS,JH,6D,9H,TS,8C,c,c,c,loss
7C,QH,TC,QS,KS,TH,c,c,c,loss
7H,7D,AC,QD,QH,JS,c,c,c,loss
9C,QS,QC,JD,AS,6S,c,c,c,win
AD,JH,QH,9S,KC,7D,c,c,c,win
7H,AC,TH,JH,QD,8S,c,c,c,loss
9C,JH,QS,TS,JC,9S,c,c,c,win
7H,AH,QH,7D,8C,KD,c,c,c,loss
JS,AH,7C,KS,QH,QD,c,c,c,loss
AC,JS,7C,6S,KH,9H,c,c,c,loss
TH,QH,9H,AS,KD,7S,c,c,c,loss
7H,6C,AD,AC,JD,6D,c,c,c,win
9H,8H,6C,6D,AD,QC,c,c,c,loss
9S,TD,8H,6D,KS,QS,c,c,c,loss
AC,KD,QH,7H,KS,7D,c,c,c,loss
8H,TC,KS,8C,QD,QC,c,c,c,win
8H,JD,JH,KH,JS,7C,c,c,c,win
7S,8S,9D,QD,TH,8C,c,c,c,loss
JD,6C,9S,AH,QC,KC,c,c,c,loss
9C,7H,AS,QH,AD,9S,c,c,c,win
7D,TD,KH,6C,9H,9S,c,c,c,loss
QD,8D,JD,7C,6S,KD,c,c,c,win
KD,7H,QD,TH,AS,TS,c,c,c,win
9D,8D,JD,TS,8H,QH,c,c,c,win
TS,AS,7D,KS,QC,9H,c,c,c,win
9C,7H,TD,AH,TS,7C,c,c,c,win
6H,JS,7H,AC,9S,8H,c,c,c,loss
JH,8D,6S,9S,9D,8H,c,c,c,win
6C,TS,8C,QH,JD,7H,c,c,c,loss
KC,KH,QC,QD,JH,6D,c,c,c,win
9D,KS,6D,AD,TD,7C,c,c,c,loss
9C,9H,TD,KH,TC,7S,c,r,c,loss
8D,8C,QC,AH,7C,KC,c,c,c,loss
QS,6S,AS,AD,8D,KC,c,c,c,loss
AS,AC,JD,9H,AD,8C,c,c,c,win
7H,AD,8D,QD,AC,AS,c,c,c,win
8C,TC,JS,AS,7S,9H,c,c,c,win
QD,6C,7S,8C,TH,6S,c,c,c,win
KH,7S,9C,JH,8D,6H,c,c,c,loss
QD,6H,8D,AD,AH,6S,c,c,c,loss
8H,QD,9D,6D,QH,9H,c,c,c,win
JC,6D,AS,6C,TS,9H,c,c,c,win
6D,KH,7H,9D,KS,KC,c,c,c,win
QC,6D,KH,6H,6S,AH,c,c,c,win
JD,6C,QD,AH,TD,KH,c,c,c,win
9D,KD,AD,6S,7D,JC,c,c,c,win
6H,QC,6S,AD,KD,6C,c,c,c,win
AC,KC,JS,9D,8C,JD,c,c,c,win
JH,TD,AC,JS,7D,QH,c,c,c,loss
AD,QD,AC,KC,6H,QS,c,c,c,win
JC,8C,JH,8D,7S,9H,c,c,c,loss
KH,AS,6H,QS,JD,KC,c,c,c,loss
6D,8H,QC,TS,QS,9C,c,c,c,win
8H,TH,AD,9S,KH,TD,c,r,c,loss
6C,AC,TC,8D,KH,QS,c,c,c,loss
9C,8D,JD,QD,JC,7S,c,c,c,win
TD,QH,TS,8D,QD,6S,c,c,c,win
KC,QS,7C,6D,8D,TC,c,c,c,loss
JC,TD,TC,7S,AD,7D,c,c,c,win
KH,7H,9S,AD,7S,8H,c,c,c,win
KD,JC,AH,KC,9S,JH,c,c,c,win
JS,JC,9C,KH,QH,7H,c,c,c,win
8S,8H,7H,TD,QC,8C,c,c,c,loss
9C,KH,8S,9S,6H,AH,c,c,c,win
AS,KS,JC,9H,7H,TC,c,c,c,win
8C,6D,JS,QS,KH,TH,c,c,c,loss
8C,7C,KS,7S,KC,JS,c,c,c,win
7H,KC,AH,6S,8S,7D,c,c,c,loss
TD,8C,7S,9C,6D,JD,c,c,c,loss
9S,9D,7H,AH,8H,KH,c,c,r,loss
AC,6D,QH,TH,7C,6C,c,c,c,loss
AS,TC,KD,7D,9H,8C,c,c,c,win
AD,JS,KH,TD,AH,7C,c,c,c,loss
QC,JH,AH,8D,KH,TH,c,c,c,win
7S,6C,AS,QC,AC,KS,c,c,c,loss
QD,JS,AS,KD,6C,AC,c,c,c,win
TD,9D,TH,9H,QD,9S,c,c,c,win
7C,9C,9H,JH,JS,8H,c,c,c,loss
7C,AH,8C,8S,QD,TS,c,c,c,loss
KD,9C,KH,QS,JH,6S,c,c,c,loss
QH,9S,TC,8S,6S,9C,c,c,c,loss
QC,6S,9S,JS,AH,JD,c,c,c,loss
6D,JD,KD,AD,QS,6C,c,c,c,loss
9S,JS,AC,QC,8D,QH,c,c,c,win
AD,6H,9C,7C,AC,8S,c,c,c,win
AC,9C,KC,JS,JD,TH,c,c,c,loss
AH,8D,9H,7C,KH,TD,c,c,c,loss
6S,KH,9S,7S,8C,KD,c,c,c,win
7C,6C,6D,JC,9C,QH,c,c,c,loss
8H,9D,6H,6S,TD,AC,c,r,c,loss
QS,8S,9C,TH,TC,8H,c,c,c,loss
AC,7S,JC,JH,8D,8S,c,r,r,loss
AH,7S,8S,TD,QC,9S,c,c,c,loss
QC,6C,QH,9S,TD,9C,c,c,r,loss
QC,AD,QS,7D,9C,7S,c,c,c,loss
TC,QH,AC,QD,8C,8H,c,c,c,win
AD,9D,JD,6C,QD,AC,c,c,c,win
JH,JS,7S,QS,7C,KS,c,c,c,win
KS,QH,8S,QS,JH,6C,c,c,c,win
8D,JH,KC,7D,QS,AS,c,c,c,loss
7D,6D,8D,7H,KC,JH,c,c,c,loss
JC,8S,6C,AH,8C,9S,c,c,c,loss
JH,7H,6H,QD,QS,8C,c,c,c,loss
7S,QS,6S,8H,7H,KH,c,c,c,win
KS,7S,QC,QD,KD,7C,c,c,c,win
KH,KC,6S,8H,QC,6H,c,c,c,loss
TH,TC,6C,AS,JD,9C,c,c,c,win
JS,7H,QD,6D,6S,JC,c,c,c,win
QC,QH,7H,JC,AC,AH,c,c,c,win
JC,TS,KC,7D,TC,JD,c,c,c,win
9H,TD,QH,9S,9D,8H,c,c,c,win
JD,8D,9C,KD,TD,9H,c,c,c,loss
6C,JH,TH,9S,TD,6S,c,c,c,loss
9H,QC,8H,TC,AH,KS,c,c,c,loss
7H,JS,9C,6S,AD,8H,c,c,c,win
9S,TH,AC,JC,TD,AD,c,c,c,loss
TH,6H,TC,QC,8H,AH,c,c,c,loss
AS,8H,8C,TS,KS,JH,c,c,c,loss
9S,AH,TS,9D,JS,6C,c,c,c,loss
TC,AD,7C,JH,8C,9D,c,c,c,win
QC,6C,KS,JD,AS,7C,c,c,c,loss
6D,8H,JD,KS,6S,TH,c,c,c,loss
KD,QH,8C,QS,QD,8H,c,c,c,win
QH,6H,KD,8S,TH,JD,c,c,c,loss
TH,QS,9C,AD,AH,7D,c,c,c,win
7S,8H,QS,9H,KS,KC,c,c,c,loss
KC,JC,6D,8D,7C,TC,c,c,c,loss
7H,9D,QH,9C,6S,8H,c,c,c,win
8S,QS,QD,QH,AC,JD,c,c,c,win
6H,JC,TC,QS,QD,9C,c,r,c,loss
KC,6S,6H,8H,TD,7H,c,c,c,loss
QC,9S,6C,8D,9C,AH,c,c,c,win
QH,9C,AD,9S,JC,KS,c,c,c,win
TS,JS,QC,7S,9D,AC,c,c,c,loss
AH,QC,JD,KD,9C,8C,c,c,c,loss
JD,QH,JH,8H,8D,TC,c,c,c,win
8H,AS,QH,8S,TD,AH,c,c,c,loss
QS,8C,AS,7D,TC,JD,c,c,c,loss
TD,KC,AD,QC,6H,9D,c,c,c,win
7S,JD,6S,KS,AH,9S,c,c,c,loss
KH,JC,QC,KS,JS,KC,c,c,c,win
AC,KC,7C,AD,AH,AS,c,c,c,win
AC,TC,AS,KH,8C,7C,c,c,c,win
JS,AD,AC,7H,7S,TD,c,c,c,win
9C,TS,JD,6H,QC,8C,c,c,c,win
JD,AC,TH,QS,TS,7H,c,r,c,loss
QC,7D,TS,6S,7S,JC,c,c,c,loss
7S,KC,QD,6S,8S,TH,c,c,c,loss
9C,KS,QH,JH,7D,KC,c,c,c,loss
6S,8C,8H,6D,8S,AS,c,c,c,win
TH,QS,KD,AS,9S,TC,c,c,c,win
AC,JH,KS,TS,JC,TH,c,c,c,win
6S,8H,JC,9H,8C,6H,c,c,c,loss
7C,KH,QH,AS,6H,9D,c,r,c,loss
KH,9D,8S,AS,JS,6D,c,c,c,loss
8S,KD,QD,TD,9C,9D,c,c,c,win
8D,JD,8H,6H,7D,QS,c,c,c,win
JD,AD,JH,TC,QS,8C,c,c,c,loss
9C,9S,TD,6H,TC,AD,c,c,c,win
AD,KS,TD,7H,QH,KD,c,c,c,win
JS,AC,6H,JD,KS,8S,c,c,c,win
TD,7D,9D,AS,7H,9S,c,c,c,loss
AD,7D,7H,KD,9H,TD,c,c,c,loss
6H,TH,6D,9D,KH,9S,c,c,c,loss
9C,KC,JS,KH,AH,JC,c,c,c,loss
TS,TC,9S,JH,9C,AS,c,c,c,win
QD,6H,JD,TD,7C,8S,c,c,c,loss
8S,QD,KH,8C,8H,KS,c,c,r,loss
TC,QD,QS,8C,AD,8D,c,c,c,win
9H,TD,6D,AC,8C,7H,c,c,c,win
9D,TC,KC,QC,JD,JS,c,c,c,loss
QC,6C,8C,TC,AD,7H,c,c,c,loss
KD,AS,TD,6S,TC,KS,c,r,c,loss
QD,JC,8D,KH,7C,8S,c,c,c,loss
TH,9S,9D,AD,AC,7D,c,c,c,win
7S,TS,8H,QD,8C,TH,c,c,c,win
7C,TC,QH,9S,9H,8C,c,c,c,win
TH,AC,JC,JS,7D,KC,c,c,c,loss
9D,KH,TC,AC,6C,AH,c,c,c,win
TS,6C,TC,QD,AD,TH,c,c,c,win
KD,8D,6D,KS,JD,8H,c,c,c,win
8S,9S,8C,JD,TC,KH,c,c,c,win
6C,8C,JD,QS,8H,7H,c,c,c,loss
KD,7H,6C,7D,QH,QS,c,c,c,win
6C,7C,8S,8C,TD,9H,c,c,c,win
9D,AC,JS,AD,8D,9C,c,c,c,loss
JD,8D,9S,7C,TD,9D,c,c,r,loss
9D,7S,6H,JS,7D,TH,c,c,c,win
6C,JS,KD,KC,QC,7D,c,r,c,loss
7C,TD,KH,7S,9H,9D,c,c,c,win
6H,6D,6C,7D,QC,TD,c,c,c,win
AS,8H,7H,JC,TD,8D,c,c,c,loss
TH,JD,9D,AS,TD,QC,c,c,c,win
9D,8H,QC,QH,9H,8C,c,c,c,win
TH,KD,8C,TD,JS,8H,c,c,c,win
9H,9C,TD,7H,JD,KC,c,c,c,win
JH,9H,9D,9C,8D,QS,c,c,c,win
8C,KH,AC,JC,7D,6S,c,c,c,loss
9H,8H,AC,7D,TD,9D,c,c,c,win
QC,9H,6D,8D,JC,QH,c,c,c,win
QH,9S,9C,QD,9H,9D,c,c,c,win
7C,JH,7H,TH,9C,KD,c,c,c,win
8H,9D,6S,6C,9C,KD,c,c,c,loss
KS,9D,8S,7C,QC,JD,c,c,c,loss
KS,9S,7S,7C,9D,9H,c,r,r,win
7C,QC,AS,7H,QH,8S,c,c,c,win
TC,9H,JH,9S,TD,7C,c,c,c,win
8D,TD,9D,KH,QC,8C,c,c,c,win
AD,AS,JS,8D,JD,6C,c,c,c,loss
JC,7D,8D,6H,KS,JD,c,c,c,win
TS,JC,7D,JS,JD,KH,c,c,c,win
6D,QC,JS,6H,9C,6S,c,c,c,win
QC,9S,7H,6D,7D,AC,c,c,c,loss
8D,QC,9C,JC,8S,9S,c,c,c,loss
6D,JH,9D,QH,9S,9C,c,c,c,loss
7D,JH,JC,AS,6H,TH,c,c,c,loss
9C,9S,QD,8C,7D,6C,c,c,c,win
6H,QH,AD,7H,JD,8C,c,c,c,loss
JH,KH,8H,8D,QC,AS,c,c,c,win
9S,AC,6S,KC,7H,TS,c,c,c,loss
TH,8H,8C,TS,7D,KH,c,c,c,win
QH,8C,9S,TC,JC,8D,c,c,c,win
JD,KS,8S,JS,9C,6D,c,c,c,win
AD,6C,QS,7H,9D,7S,c,c,c,loss
7H,7D,8S,6C,TD,QH,c,c,c,loss
6H,AS,8C,8S,AD,6S,c,r,c,loss
JS,6C,7D,JD,AD,7H,c,c,c,loss
6C,TH,8D,KS,9C,JC,c,c,c,win
9S,JC,7H,AD,9D,QH,c,c,c,win
JC,6C,TH,AC,7D,6S,c,c,c,win
6C,7C,TH,9D,QS,8D,c,c,c,win
8D,AC,KC,KS,AD,9S,c,c,c,win
AC,JC,6S,8D,JD,TS,c,c,c,loss
6S,AC,9H,9C,AD,9S,c,c,c,win
JH,KH,8S,QH,9H,TH,c,c,c,win
QC,AH,8C,JH,7D,JD,c,c,c,loss
8S,6D,8D,7C,JC,JD,c,c,c,win
6C,QD,8D,JS,QC,QS,c,c,c,win
JD,6C,9H,7D,AD,9D,c,c,c,loss
QC,8C,JH,9H,KD,TH,c,c,c,win
AD,AC,JC,QD,KS,JH,c,c,c,loss
7C,7D,QD,JH,KD,6S,c,c,c,loss
9H,9S,QH,6D,TS,8H,c,c,c,loss
JD,AH,9D,9H,7S,AC,c,r,c,loss
KD,TS,8C,8S,QH,AD,c,c,c,win
QC,KS,QS,TD,7D,8D,c,c,c,win
7H,6C,AC,9D,QC,JS,c,c,c,loss
9D,JC,KD,9H,7H,AD,c,c,c,loss
7D,QD,8C,9D,TH,AH,c,c,c,loss
KC,QD,AD,TS,QS,9S,c,c,c,win
AH,KD,TH,8C,JH,QH,c,c,c,win
6D,AC,6H,9C,TS,9S,c,c,c,loss
9S,7C,KH,QC,6C,8S,c,c,c,loss
AD,8S,JH,7H,9H,QH,c,c,c,loss
8S,AH,AD,JD,KH,KS,c,c,c,win
AC,7H,AS,8H,9C,TS,c,c,c,loss
8S,KS,QC,AH,TD,8H,c,c,c,loss
7S,8S,QC,QD,9C,KS,c,c,c,win
QS,8C,6C,JH,8H,KC,c,c,c,win
7D,7C,7H,JS,6S,6H,c,c,c,win
9H,AC,9C,AS,8C,AH,c,c,c,win
KS,AC,TD,KH,6D,QD,c,c,c,loss
9S,AC,8D,7D,TH,7C,c,c,c,loss
8H,6D,TC,QC,7D,8D,c,c,c,win
8C,KS,AH,8D,KC,QC,c,c,c,loss
6D,6C,TH,QD,7D,9D,c,c,c,loss
8D,QH,9S,JD,7D,AS,c,c,c,loss
TS,6C,AS,7S,7H,8S,c,c,c,win
9H,TH,8D,6S,JH,KS,c,c,c,win
9D,9C,TC,TD,AH,TH,c,r,r,loss
6D,AH,8D,KD,7D,JH,c,c,c,loss
9C,JD,JC,8H,8D,QH,c,c,c,win
7C,TC,TS,QD,JC,7H,c,c,c,loss
TC,6D,KH,QS,9D,8D,c,c,c,win
KH,9S,6H,9C,AS,QD,c,c,c,loss
KC,9C,8D,AC,KH,6H,c,r,c,loss
6D,8H,7S,AC,AH,TH,c,c,c,loss
TH,JH,AC,6H,QH,8C,c,c,c,win
AH,6D,JS,KH,AC,QS,c,c,c,loss
QH,AH,QS,JD,TS,KD,c,c,c,win
9H,QD,TS,TD,QH,AH,c,c,c,loss
KS,9S,JD,6D,QC,QD,c,c,c,win
6H,KD,AH,6D,TD,AC,c,c,c,loss
TH,9C,8S,AS,QS,JC,c,c,c,win
8D,TD,8S,6C,AS,QS,c,c,c,loss
8S,QD,KD,7D,9S,JS,c,c,c,loss
8D,QH,7D,AH,QC,JH,c,c,c,win
QC,QS,7S,AC,7D,AH,c,c,c,win
AS,QS,QD,JS,7D,JC,c,c,c,win
9D,QD,8D,AS,JH,8C,c,c,c,win
QD,TD,KH,QH,6D,9S,c,c,c,win
AH,8H,8S,9S,7H,AS,c,c,r,loss
JC,7D,8S,6H,8D,7H,c,c,c,loss
KS,9C,9D,AD,JD,JC,c,c,c,win
AH,9D,TC,QS,7S,9S,c,c,c,loss
JS,AD,AH,TH,6H,QH,c,c,c,win
KH,TH,9C,7H,7S,TS,c,c,c,win
9S,7S,KD,8C,JH,QH,c,c,c,loss
AD,8D,AC,8H,7H,6C,c,c,c,loss
TS,9D,JC,6C,QS,8C,c,c,c,win
TD,6D,9H,7H,7S,QC,c,c,c,loss
9H,6C,AC,6D,TC,AD,c,c,c,win
KD,TC,8H,7C,8S,8D,c,c,c,loss
7H,KC,AD,6D,9S,7S,c,c,c,loss
JS,8H,JD,JH,JC,QD,c,r,c,win
KD,JC,9C,9D,7D,JD,c,c,c,win
JD,KH,9D,9S,KC,7H,c,c,c,win
JS,6C,8D,KD,7H,7D,c,c,c,loss
JD,6D,7H,6S,9S,7D,c,c,c,loss
9D,KS,TH,QS,JH,AC,c,c,c,win
KS,9C,9S,KC,QD,KD,c,c,c,win
6D,7D,KC,JH,8H,AH,c,c,c,loss
TH,KC,AH,JS,TD,9H,c,c,c,loss
QC,6D,7S,8D,8H,QS,c,c,c,win
8H,JS,QH,KD,6C,KC,c,c,c,loss
8H,6C,KD,9S,9C,AC,c,c,c,win
6H,7S,AC,7C,JD,TD,c,c,c,loss
KC,KS,QS,6H,9S,TH,c,c,c,loss
6C,JD,AD,TC,JS,AS,c,c,c,win
6C,7C,TH,AD,JH,TC,c,c,c,win
KS,KC,8H,6H,9S,KD,c,r,c,win
QS,QH,7C,7H,QC,KS,c,c,c,win
QS,AS,QD,7S,JS,JD,c,c,c,win
KS,8D,QC,AH,TD,QS,c,c,c,loss
7C,8S,JS,KH,JH,QH,c,c,c,loss
TD,9C,JD,6C,9S,AS,c,c,c,win
KS,AC,AS,JC,8C,6S,c,c,c,loss
7S,JS,AH,JD,9S,QC,c,c,c,win
9H,7C,6H,JD,8D,KD,c,c,c,loss
9C,AC,TD,AH,9S,8D,c,c,c,win
JS,TC,TH,8S,9S,KD,c,c,c,win
JC,KS,TD,KD,AS,AC,c,c,c,win
AH,6C,9H,JS,TS,8S,c,c,c,loss
JC,9C,8S,KH,KD,QC,c,c,c,loss
JD,9C,7D,9D,9S,JH,c,r,c,win
KS,9C,KD,AH,QS,7D,c,c,c,win
6S,JC,KS,JS,6D,TD,c,r,c,loss
8S,TD,QH,AH,9C,AC,c,c,c,loss
TD,AC,7H,QD,QH,AS,c,c,c,loss
7C,KH,8D,TS,QD,8C,c,c,c,loss
QC,AC,KH,TC,6S,QS,c,c,c,win
QS,QC,KD,JC,QH,KS,c,c,c,win
KH,8C,QH,TD,KC,TS,c,c,c,loss
TS,AH,6C,JH,KH,7S,c,c,c,loss
AC,JS,QC,9H,6S,QS,c,c,c,loss
KD,8H,8C,KH,TC,9S,c,c,c,win
AC,TH,TC,JS,6D,6S,c,c,c,win
8S,QS,KH,QC,TC,KC,c,c,c,loss
JH,9H,KC,6D,QC,7C,c,c,c,win
6S,KD,KS,TC,8H,JC,c,c,c,loss
8S,9S,9H,AS,KC,8H,c,c,c,win
8H,8S,TD,TC,QC,7S,c,c,c,loss
9H,KD,KS,TS,JD,AH,c,c,c,loss
9H,7D,AH,7C,QH,JD,c,c,c,win
JS,8C,KD,9C,TD,9H,c,c,c,win
6C,6H,QS,7D,JS,TC,c,c,c,loss
7D,JH,TC,8H,AS,7S,c,c,c,win
QC,7S,8D,QS,7C,TS,c,c,c,win
AC,8D,TD,7S,8C,JC,c,c,c,loss
JC,JD,KH,TD,QD,8D,c,c,c,loss
TS,6H,QS,QC,AH,9D,c,r,c,loss
KD,TC,7S,KS,7C,TH,c,c,c,loss
KH,8S,TD,AH,AC,TH,c,r,r,loss
6C,KD,TC,KH,7C,QS,c,c,c,loss
JS,KC,7H,9C,KH,JH,c,c,c,loss
7H,6C,9H,QS,AC,8H,c,c,c,loss
8S,JD,6S,JS,TD,7C,c,c,c,win
JD,9D,KS,6H,KC,9C,c,c,c,loss
QD,QH,9S,7H,QS,7C,c,c,c,win
AH,QS,9D,JS,TD,KH,c,c,c,win
AH,JH,JS,TS,6D,6C,c,c,c,loss
JH,QC,6C,9S,QH,JD,c,c,c,win
9D,9H,7H,8S,KD,AD,c,c,c,win
AS,JH,7H,8D,JD,AH,c,c,c,win
9C,8D,KC,KS,KD,QS,c,r,c,loss
8H,AD,9S,6D,7C,6S,c,c,c,win
9D,KH,9C,KD,7D,JS,c,c,c,loss
QD,TH,9S,8C,9C,QH,c,c,c,win
AH,8C,JH,TH,TS,8D,c,c,c,win
7D,8S,AH,6C,7S,KD,c,c,c,win
KD,9S,6D,6C,9H,8S,c,r,c,loss
JC,6D,AS,6S,JH,9D,c,c,c,win
TH,QH,8D,AH,8H,6C,c,c,c,win
QS,6H,8H,JD,QD,AD,c,c,c,win
TH,AD,QD,KS,AS,8H,c,c,c,win
TC,TH,8D,QS,KH,AS,c,c,c,win
6H,QS,6S,QH,8H,8D,c,c,c,loss
6C,7D,KC,AC,JD,AD,c,c,c,loss
QH,QD,6D,9S,8S,JC,c,c,c,win
QD,9H,AD,8C,9D,6C,c,c,c,loss
AH,JS,QS,QH,AS,7H,c,r,c,loss
TD,9D,JS,8D,7C,9C,c,c,c,win
7D,6H,QC,7C,JD,JH,c,r,r,loss
9D,AH,JS,QH,JH,8S,c,c,c,loss
AS,9S,TD,QH,QD,9H,c,c,c,win
JS,KC,JD,AC,QH,6D,c,c,c,win
9C,TS,AC,AS,KS,7D,c,c,c,loss
6C,7S,TS,6S,8C,AD,c,c,c,win
QD,9D,QH,QS,7D,KH,c,c,c,win
8S,7S,9S,9D,JD,AC,c,r,c,loss
9H,JD,JS,KC,AH,9S,c,c,c,win
9C,JH,TH,QC,JD,KD,c,r,c,loss
6S,QH,9C,JH,KH,9H,c,c,c,win
TD,6H,6C,AD,AS,8S,c,c,c,win
QH,6D,TS,8D,TC,9H,c,c,c,loss
6S,8S,QS,TC,JH,AC,c,c,c,loss
TD,9S,JD,TC,KH,6H,c,c,c,win
9S,QS,7S,6C,6D,AD,c,c,c,win
QS,KS,AD,7S,KH,KC,c,c,c,win
9C,QH,7D,7C,KH,8C,c,c,c,win
TH,6D,AD,6H,7S,QS,c,c,c,win
JH,9D,JD,9S,AC,9C,c,c,c,win
AC,6S,6D,QC,6C,8C,c,c,c,win
QH,TH,JC,8D,KH,7H,c,c,c,loss
AD,8C,8H,KH,9S,9C,c,c,c,loss
TD,QH,9S,QS,AS,8H,c,c,c,loss
KH,6H,9H,KD,JS,8S,c,c,c,loss
AS,6H,KC,6S,8H,JC,c,c,c,loss
QS,7D,9D,KD,6D,9C,c,c,c,loss
6S,AS,7S,6C,7H,9H,c,c,c,win
QH,QC,KS,6H,KD,8D,c,c,c,win
9D,KS,TH,6H,9S,JH,c,c,c,loss
AC,8C,QS,9D,9H,7H,c,c,c,loss
9C,8C,QH,8S,6S,8H,c,c,c,win
QC,8C,AC,JH,KD,QH,c,c,c,loss
QS,7H,TS,AH,6H,QD,c,c,c,win
KS,AC,JC,8D,7S,6C,c,c,c,loss
QS,6C,8C,TH,TC,AD,c,c,c,loss
7S,9D,7C,6H,KD,QH,c,c,c,win
8D,7D,JS,JC,TS,TH,c,r,r,loss
TH,6D,QH,AS,KS,6S,c,c,c,win
JH,KD,AD,JC,7D,6C,c,c,c,loss
TS,QH,QD,AC,TC,AD,c,c,c,win
TS,6D,JD,7H,8C,TC,c,c,c,loss
AC,AH,TS,8H,KC,TC,c,c,c,win
JD,8S,8D,6S,KC,QS,c,c,c,win
AC,8C,9C,TD,7H,8S,c,c,c,loss
QS,6S,6H,KH,QC,AC,c,c,c,win
8D,7H,7C,JS,AC,6S,c,c,c,win
QS,TS,JS,8S,7H,JH,c,c,c,loss
QD,8D,7C,AS,7H,TS,c,c,c,loss
8S,QC,7C,8H,6C,7D,c,c,c,loss
QD,TS,KS,JD,8H,KD,c,c,c,win
AH,JS,TC,6S,QC,6H,c,c,c,loss
AC,QH,TD,9H,JD,JC,c,c,c,loss
AH,8C,TD,QH,JC,JH,c,c,c,loss
7H,9H,TS,7C,AC,TD,c,c,c,loss
KS,JC,AC,QD,KD,7C,c,c,c,loss
8H,7C,9D,8S,AS,KD,c,c,c,loss
QS,6C,6S,6D,AH,9C,c,c,c,win
7H,8H,KC,9S,TS,6S,c,c,c,loss
AD,JS,TH,AS,QD,9S,c,c,c,win
8C,6S,8D,7C,6D,KH,c,c,c,loss
QS,9C,TS,9D,AH,JD,c,c,c,loss
