card1,card2,card3,card4,card5,card6,bet1,bet2,bet3,result
TH,8H,KC,8D,TD,AS,c,c,c,win
QC,8S,7D,AH,JS,6C,c,c,c,loss
6H,KD,AD,9C,QD,8C,c,c,c,loss
TH,AH,6S,8S,6C,AD,c,c,c,win
TH,9H,JS,TC,TD,TS,c,c,c,win
8C,6D,6S,JC,8H,KD,c,c,c,win
QC,JS,KC,KS,AC,KH,c,c,r,loss
7S,6H,QD,6C,JD,AD,c,c,c,loss
7S,KS,JD,8C,TS,JC,c,c,c,win
KC,QH,7D,9S,9H,KH,c,c,c,win
QC,TC,KD,7D,TH,JD,c,c,c,win
7S,9S,KS,TH,JH,QH,c,r,c,loss
8H,QH,KC,8S,TS,QS,c,c,c,win
QD,QH,KS,KH,8C,TS,c,c,c,win
TD,TH,7D,JC,KD,6H,c,c,c,loss
8S,AS,8H,8D,7C,QD,c,c,c,win
7S,KH,7H,6D,TH,TD,c,r,r,loss
6D,QD,JS,QC,8C,AC,c,c,c,win
JD,KH,6D,TD,QS,8C,c,c,c,loss
AD,9S,JH,QC,7S,8C,c,c,c,loss
6C,QS,8C,AH,QD,JS,c,c,c,loss
KS,8S,6C,JD,KD,QC,c,c,c,win
6D,KD,TC,6S,6C,QH,c,c,c,win
KC,8S,KH,7H,QS,7C,c,c,c,win
KC,KD,8D,KH,9H,TC,c,c,c,win
JS,7D,8C,8D,QD,JC,c,c,c,win
JD,KH,JS,JH,8D,7S,c,c,c,win
JS,6H,JH,TD,KC,TH,c,c,c,loss
8H,TD,AS,JH,6S,7D,c,c,c,win
AS,JC,AC,KS,QS,7S,c,c,c,loss
JC,9D,TD,KC,AH,6D,c,c,c,loss
JH,9S,JC,7C,7H,JD,c,c,c,win
AH,JC,6S,7S,JH,TS,c,c,c,loss
KC,KD,KS,QH,QS,8D,c,c,c,win
AH,KS,TC,JH,TS,9S,c,c,c,win
JS,QH,9D,8S,TD,8C,c,c,c,win
8D,8S,7D,AD,TC,TD,c,c,c,win
7S,JC,TC,TH,8D,KC,c,r,r,loss
6C,QD,6H,8H,TC,AC,c,c,c,loss
JH,6S,7S,AS,KS,AD,c,c,c,loss
JC,QD,6D,8C,TC,8H,c,c,c,win
TD,6H,7S,9D,JH,KH,c,c,c,loss
TS,QD,AS,7H,KH,KC,c,c,c,loss
TH,KC,QS,JH,TD,9C,c,c,c,win
7H,QH,7D,KC,JC,TH,c,c,c,loss
JS,9C,KC,QC,JH,6H,c,c,c,loss
6C,AD,TS,6D,9D,TD,c,c,c,win
9D,7D,9H,JC,QS,9C,c,c,c,win
9D,9S,TS,7H,AH,QS,c,c,c,loss
KC,6H,KD,TS,9D,9C,c,c,c,loss
TC,8D,AS,KD,9C,QD,c,c,c,win
9C,KS,9S,7H,6C,9D,c,c,c,win
QS,7D,6H,9C,JH,JC,c,c,c,loss
JD,TD,9C,KS,AD,9S,c,c,c,loss
9S,QH,9D,7S,JD,8D,c,c,c,loss
TD,8C,QS,9H,9C,6C,c,r,c,loss
JH,AS,TD,6D,KC,9D,c,c,c,loss
6C,TS,AD,8S,8D,AC,c,r,r,loss
9D,9H,7C,KD,QH,7H,c,c,c,win
7S,8D,JC,KC,9H,7D,c,c,c,loss
8H,6C,6S,9H,KD,8D,c,c,c,win
9C,JH,7S,7C,JS,8D,c,c,c,win
TH,KH,7H,6S,AS,QD,c,c,c,loss
6D,AH,8D,7H,7D,AC,c,c,c,win
JH,9S,JC,8D,8H,6D,c,c,c,loss
9S,AS,KC,QH,AC,KH,c,c,c,loss
9H,AH,QH,7S,QS,9D,c,c,c,win
JH,6C,8C,9D,KC,AD,c,c,c,loss
AS,KH,7H,KC,QC,QH,c,c,c,loss
9S,7C,6C,QH,KC,JH,c,c,c,win
8C,KS,AD,7H,9H,KC,c,c,c,loss
TD,7D,JH,KC,7H,AD,c,c,c,loss
JD,TD,KS,7H,AS,KH,c,c,c,loss
9C,QC,6S,JC,7D,KC,c,c,c,loss
TH,9H,6S,8D,AH,6D,c,c,c,win
AD,KC,8C,8H,8D,AC,c,r,c,win
TH,9C,8D,JC,7D,KC,c,c,c,win
6S,6H,7D,9S,JC,7S,c,c,c,win
8H,7S,8C,KC,TH,8D,c,c,c,win
8C,6C,JS,6S,8H,7D,c,c,c,win
8C,7H,9H,8D,6D,TD,c,c,c,loss
JS,8H,TH,JD,KD,7S,c,c,c,loss
7C,9C,6H,JC,QH,TD,c,c,c,loss
9C,QC,7S,7C,QS,6S,c,c,c,win
KS,JH,7H,6C,7C,KC,c,c,c,win
7C,KC,8H,AS,JH,7D,c,c,c,win
TH,KD,AH,TS,JS,8H,c,c,c,win
TC,TH,7D,8S,JD,QS,c,c,c,win
QH,TH,KC,JS,8D,6H,c,c,c,loss
9H,8S,QH,KD,TC,6S,c,r,c,loss
QC,TC,8S,7H,7D,QS,c,c,c,win
AD,6H,8D,JC,QH,9D,c,c,c,loss
KH,JC,7H,JH,8H,JS,c,c,c,win
9H,8S,7S,8D,TS,6D,c,c,c,loss
JC,8S,9H,JH,AD,7S,c,c,c,loss
7H,8H,JH,AS,KC,9S,c,c,c,loss
6D,8C,AS,QS,KD,8D,c,c,c,win
QS,9S,9H,QH,6S,8C,c,c,c,win
9H,JH,QC,9S,8S,KC,c,c,c,loss
TD,7H,TH,QC,KC,TC,c,c,c,win
QC,TS,QD,8S,6S,9H,c,c,c,win
7H,6D,AS,KH,JD,TD,c,c,c,loss
7S,9S,AC,TD,QC,9C,c,c,c,loss
TS,6S,8C,8S,9D,JC,c,c,c,loss
QC,8S,KC,6S,8C,7S,c,c,c,win
QD,QS,9S,JC,AH,7H,c,c,c,win
7H,9H,6C,KH,JS,8S,c,c,c,loss
QH,QS,TC,KH,7D,6S,c,c,c,loss
8D,6D,QH,AD,TD,8C,c,c,c,loss
KD,AD,8H,JC,8S,9H,c,r,c,loss
7C,QS,9H,AS,7S,6D,c,c,c,loss
AS,6C,6S,9H,8C,AC,c,c,c,win
6H,JS,QS,7C,8D,KS,c,c,c,loss
QS,8C,QC,6H,7S,TD,c,c,c,win
TH,QH,AH,9S,JD,6H,c,c,c,loss
8D,JD,TH,KH,JH,9D,c,c,c,loss
8C,9D,AC,KC,QS,JS,c,c,c,loss
KS,JS,TH,6S,TS,QC,c,c,c,win
7D,8S,TC,9D,7S,JC,c,c,c,win
7H,8S,QD,9D,AS,AD,c,c,c,loss
QC,7C,7H,TH,AD,9D,c,c,c,loss
6H,8D,8C,TH,KD,7C,c,c,c,loss
TC,KH,QS,JD,AS,JC,c,c,c,win
6D,7H,JS,AD,9S,QH,c,c,c,loss
9S,QS,6S,9C,8S,TD,c,c,c,loss
6D,7S,9S,9C,TS,6S,c,r,c,loss
KD,9D,6S,JH,QS,7H,c,c,c,loss
6S,TH,6H,KH,9D,AS,c,c,c,loss
QH,9S,AS,7S,JS,7D,c,c,c,loss
KD,KH,6H,AD,TH,8S,c,c,c,loss
9C,KD,QC,9H,6H,JS,c,c,c,loss
6H,JH,KC,JS,AD,AC,c,c,c,loss
9D,9S,7S,6C,8H,9H,c,c,c,win
TC,9C,QD,JC,KC,JH,c,c,c,win
QH,TC,6H,7S,8D,7H,c,c,c,loss
6C,6H,AH,QC,9D,KH,c,c,c,win
6H,6D,TC,8S,KC,QC,c,c,c,loss
TS,7H,TD,8D,QD,7D,c,c,c,win
9H,6H,7D,KC,6S,KD,c,c,c,loss
QH,QS,8D,TC,7S,KC,c,c,c,win
9D,8D,KH,7S,QS,9C,c,c,c,loss
TS,7D,8H,QD,AH,JC,c,c,c,loss
7C,AD,JD,AC,AS,TD,c,c,c,win
KD,TD,AS,TC,QD,QS,c,c,c,win
QC,TH,JD,9H,7C,AH,c,c,c,win
8D,9H,KH,8C,KS,JD,c,c,c,win
TH,9D,QH,9S,QC,AC,c,c,c,loss
QS,JH,KC,9S,7S,QC,c,c,c,win
7S,JD,QH,TD,6C,9C,c,c,c,loss
6D,TH,TC,AH,AD,QS,c,c,c,win
6D,JS,9D,QS,6H,6S,c,c,c,win
7D,AC,TD,QH,QS,KD,c,r,c,loss
KH,AD,7C,TH,KD,QD,c,c,c,win
8D,TD,6C,QC,KH,9D,c,c,c,loss
KH,7D,6D,AC,8C,TC,c,c,c,loss
KC,QH,QS,8C,7H,8H,c,c,c,win
KS,TH,6D,6H,9H,JC,c,c,c,loss
7C,7S,TD,9D,QS,AD,c,c,c,loss
7C,TD,JS,QS,TC,AH,c,c,c,win
KC,7S,TC,9C,6C,QS,c,c,c,loss
7S,AH,QD,JS,QS,7C,c,c,c,loss
TS,JS,7H,JH,8D,AD,c,c,c,loss
AS,7S,9H,JD,JS,QH,c,r,c,loss
8D,9H,QS,QH,9C,7C,c,c,c,win
QH,TS,QD,KD,AC,JH,c,c,c,win
7C,TD,JH,9D,8D,AH,c,c,c,loss
8S,9S,6C,7D,AD,7S,c,c,c,win
7H,9D,JC,TH,JD,AD,c,c,c,loss
AD,KH,KS,AC,JD,AS,c,c,c,win
QD,6D,JH,AD,7H,QS,c,c,c,loss
KD,7S,7C,JS,AS,6H,c,c,c,loss
7S,7D,6H,TS,8C,JC,c,c,c,loss
9H,TC,KH,8C,7H,9S,c,c,c,win
7S,7D,8S,AS,QS,KD,c,c,c,loss
QS,JC,6S,KH,AS,6H,c,c,c,loss
6S,6C,QH,TC,JS,6D,c,c,c,win
KD,QS,QH,QC,8S,6D,c,c,c,win
KC,KS,QD,9C,7C,KD,c,c,c,win
KS,KD,AD,AC,JC,QD,c,c,c,win
QC,8H,7C,8C,9D,6D,c,c,c,loss
8C,JS,TD,9C,9D,8S,c,c,c,loss
TS,8D,6S,7C,JD,AH,c,c,c,loss
QH,8S,8H,AD,9D,7C,c,c,c,win
7S,TC,AS,6C,QH,9C,c,c,c,loss
9D,TC,TH,KH,8D,7H,c,c,c,loss
KC,6H,8H,8S,AD,6C,c,c,c,win
KS,JD,TC,TS,KC,6C,c,r,c,loss
6D,8H,8S,KD,7H,6C,c,c,c,loss
QC,KS,8D,TH,7C,6H,c,c,c,loss
TD,TH,TS,AC,7C,9D,c,c,c,win
KS,7S,QD,9C,7H,TS,c,c,c,loss
TH,QC,6C,8C,9S,7H,c,c,c,win
8C,6S,KH,9S,TC,JD,c,c,c,loss
7C,QS,TD,AS,TC,8D,c,r,c,loss
AS,9C,8H,6S,KC,QH,c,c,c,loss
9C,8D,TH,KH,6C,QC,c,c,c,loss
KC,8D,6S,9H,QS,6H,c,c,c,loss
7D,6C,JD,QH,AC,JH,c,c,c,loss
AS,9H,TS,6C,TD,6D,c,c,c,win
9D,TD,QH,7C,6S,JS,c,c,c,loss
JS,AS,7H,7S,KH,AC,c,c,c,win
TC,QC,TD,8S,AD,7S,c,c,c,win
JH,9H,QS,JC,9S,7D,c,c,c,win
QS,7S,AS,6H,6C,8S,c,c,c,win
JH,9H,AS,TS,9S,KH,c,c,c,loss
8S,TH,9C,8C,TS,QS,c,c,c,loss
9S,TD,TC,AC,JH,9H,c,c,c,loss
KC,JH,6D,QH,TH,AC,c,c,c,win
JH,6D,9C,TH,9H,QH,c,c,r,loss
QH,8H,TD,QD,TH,9C,c,c,c,win
AC,JS,8C,QH,AH,6C,c,c,c,win
6S,9H,6D,JC,JD,KH,c,c,c,loss
KD,JC,TD,QS,8D,7H,c,c,c,win
9S,7C,6S,6D,AS,KS,c,r,c,loss
7H,7S,9S,8D,QC,7D,c,c,c,win
8H,AS,9C,8S,KD,8D,c,c,c,win
6D,6S,9S,6C,8D,7C,c,c,c,win
7D,8H,9H,KS,8D,TD,c,c,c,loss
6S,KC,6C,JS,7H,QC,c,c,c,loss
8S,JD,TD,AS,QD,AC,c,c,c,loss
QS,7S,8S,KH,QC,9C,c,c,c,win
9C,7C,7D,TS,9D,6H,c,c,c,win
8H,7H,8S,JH,9H,JC,c,c,c,loss
6D,8D,6S,JS,8S,6C,c,c,c,loss
JC,AH,6S,7D,KH,TD,c,c,c,loss
AC,9S,AS,8S,7S,JC,c,c,c,win
KH,TD,QS,TC,TS,KC,c,c,c,win
6H,JH,TC,7D,7C,KS,c,c,c,loss
TC,QC,JS,KC,TS,8H,c,c,c,loss
8S,KS,9D,QC,TH,TD,c,c,c,loss
8S,KS,7C,6H,8H,JS,c,c,c,loss
JD,AC,6D,KH,TD,9S,c,c,c,loss
TD,6D,9H,TS,AC,9D,c,c,c,loss
7C,9S,AD,KS,TC,TD,c,c,c,loss
JD,JC,TC,6D,8H,9D,c,c,c,win
6D,QS,6S,JS,KH,AC,c,c,c,win
AD,JS,6D,KH,AC,7S,c,c,c,win
8S,KS,6H,9S,8D,9H,c,c,c,win
8S,TH,KS,7D,9D,TD,c,c,c,win
TD,JC,TH,KC,QS,7S,c,c,c,win
TH,TD,QS,9C,8D,KD,c,c,c,loss
KS,QC,8D,QD,AD,9H,c,r,r,loss
TD,8S,7H,7S,JC,9H,c,c,c,win
7C,6D,8C,9S,8S,QC,c,c,c,loss
JD,9H,8D,6S,7D,8C,c,c,c,win
TC,TH,TS,JC,6D,QH,c,c,c,win
TS,AD,8C,7D,QH,9S,c,c,c,win
KC,QS,KH,7C,QC,8D,c,c,c,win
6H,6S,7H,8C,JC,8D,c,c,c,loss
8S,8C,6H,7D,JC,KC,c,c,c,loss
7C,AC,TH,8C,8D,7S,c,c,c,win
JH,KH,KS,TC,QC,6S,c,c,c,loss
8S,KD,TD,6D,TS,QH,c,c,c,loss
AD,QC,QH,9D,7H,9C,c,c,c,win
TC,AH,9H,QD,9C,6H,c,r,c,loss
AD,QH,TC,TD,8S,8D,c,c,r,loss
7S,9H,JD,TC,AS,8H,c,c,c,loss
JS,JH,AD,6C,QS,KH,c,c,c,win
8C,JC,9D,KD,9H,QH,c,c,c,loss
9C,KD,TC,JH,JS,8D,c,r,r,loss
JH,9S,7D,AS,6D,8D,c,r,c,loss
JH,6C,7D,8H,KC,QS,c,c,c,loss
TH,9C,KC,JD,8S,JH,c,c,c,loss
7H,7S,JH,8S,9H,QC,c,c,c,loss
7H,AD,JS,TS,JH,6H,c,r,c,loss
6C,8H,KC,8C,TC,KD,c,c,c,loss
6D,AC,KC,6H,8C,7S,c,c,c,win
QD,TD,KS,6H,7H,7D,c,c,c,loss
9C,QS,7S,JD,QC,TC,c,c,c,win
TD,KC,6H,TS,9H,9D,c,c,c,win
9H,9C,JS,QC,JC,KH,c,r,r,loss
KS,QS,6H,KC,AS,8H,c,c,c,win
6H,QH,AD,AC,9D,QS,c,c,c,win
9D,8S,QH,TC,TH,QC,c,c,c,win
6S,8H,9C,7S,6D,JD,c,c,c,loss
9D,QH,QC,JH,KD,QS,c,c,c,win
6H,6S,JS,KS,7C,6D,c,c,c,win
8S,7H,9S,7C,9D,AC,c,c,c,win
QH,QC,TC,8C,KH,KS,c,c,c,win
QS,KD,TH,8D,6C,AS,c,c,c,loss
KC,AD,6D,AC,9C,AS,c,c,c,win
7S,KD,KC,TC,8H,8D,c,c,c,win
QS,8S,JS,JC,QC,6C,c,c,c,win
TD,JS,8H,7H,7D,JC,c,c,c,win
TH,JS,KH,QC,AH,7S,c,c,c,win
KH,TC,AD,6D,9D,7D,c,c,r,loss
KS,9D,9S,KH,6S,7D,c,c,c,win
6H,KD,6D,8D,KS,TH,c,c,c,win
6S,KH,QC,KD,6C,8H,c,c,c,win
7S,8H,QH,8D,KH,AC,c,c,c,loss
TC,KC,9C,7C,9S,7H,c,c,r,loss
8H,JC,QH,AS,KD,TD,c,c,c,win
7S,7D,6C,9H,KH,KC,c,c,c,win
JS,KH,QS,KC,TC,6C,c,c,c,win
9S,JH,KC,6S,8D,TH,c,c,c,win
QH,6H,AS,6C,JD,JS,c,c,c,loss
8C,8D,KS,7H,7C,JD,c,c,c,loss
6D,TD,AS,9D,JS,QS,c,c,c,loss
AS,9H,8H,9C,9S,AH,c,c,c,win
AD,JH,8D,6S,KC,JD,c,c,c,loss
7H,8H,QC,JD,TC,6D,c,c,c,loss
JD,8D,KS,AC,AD,JC,c,c,c,win
JC,6D,KD,TC,QD,9C,c,c,c,win
8C,7C,6H,KS,8S,7H,c,c,c,win
AH,6S,KD,6C,8D,9S,c,c,c,loss
JD,6S,JH,9C,AH,KH,c,c,c,loss
8H,8C,JC,QS,8D,7H,c,c,c,win
KC,JC,6S,9S,QD,6H,c,c,c,win
8C,AS,QC,6S,7D,QD,c,c,c,win
KS,QS,TS,7H,QH,8D,c,c,c,loss
KD,AS,9S,6S,9D,JH,c,c,c,loss
6S,7H,TC,JS,7D,TS,c,c,c,loss
KH,QD,7D,AS,TC,JC,c,c,c,win
8C,7S,QH,6C,9D,8S,c,c,c,loss
AC,JC,6S,AD,6D,JD,c,c,c,loss
8C,7C,7H,QD,KC,AC,c,c,c,win
8C,8D,7D,JS,9H,QS,c,c,c,loss
QD,QC,8H,6S,JH,QH,c,c,c,win
9H,8S,JS,TH,6H,6S,c,c,c,loss
KH,TS,7C,9C,7D,KS,c,c,c,loss
9H,7H,7D,JS,TD,KH,c,c,c,win
8S,KD,8C,6C,6S,7C,c,r,c,loss
QD,QC,TC,9D,7S,QH,c,c,c,win
QH,QC,8H,TS,JH,KD,c,c,c,win
8C,KC,7S,JC,TD,AH,c,c,c,loss
KS,7S,JD,7D,TH,7H,c,c,c,win
AH,7H,TD,9H,QC,9S,c,c,c,loss
9D,7H,9H,7S,8S,6H,c,c,c,win
8H,AC,TD,KS,9C,AD,c,c,c,loss
8H,8S,8D,TS,AS,AD,c,c,c,win
QD,6S,AD,JD,KD,9D,c,c,c,win
8H,QD,9S,7D,7S,JH,c,c,c,loss
TH,AH,QC,7H,8S,6S,c,c,c,win
JS,7H,9C,6H,8C,QH,c,c,c,loss
9S,KD,QD,9D,8H,QC,c,c,c,loss
9H,8D,AD,JC,8C,6S,c,c,c,loss
9D,AH,6D,8H,9H,6C,c,c,c,loss
TD,QH,7H,6C,9S,AS,c,c,c,loss
KH,AC,9C,8D,TD,6D,c,c,c,loss
KD,8C,6C,TD,TS,TH,c,c,c,loss
6S,QS,AH,TC,QC,AD,c,c,c,loss
QC,TH,7C,6H,QS,AS,c,c,c,win
8C,8H,9D,KS,9H,AC,c,c,c,loss
6H,JH,QC,8H,7S,6S,c,c,c,win
9S,7C,9H,8H,6H,KD,c,c,c,loss
6S,8C,TS,6C,TC,8D,c,c,c,win
7D,9S,TH,8S,KS,JD,c,c,c,win
6D,QD,9D,6S,KC,KD,c,c,c,win
QS,9C,QH,QD,7D,QC,c,c,c,win
7C,JH,JD,7D,7H,9S,c,c,c,win
TS,9H,9C,TC,QH,TD,c,c,c,win
QH,9C,9S,6S,AH,7H,c,c,c,win
JC,8C,AC,AS,KH,QD,c,c,c,loss
QC,AC,QH,8S,9H,8H,c,c,c,loss
7D,KD,KH,TD,6C,JD,c,c,c,win
QS,9D,7D,KC,9C,JH,c,c,c,win
6H,8D,9S,KD,8C,JD,c,c,c,loss
QS,7S,KS,9C,JS,AC,c,c,c,win
6S,AD,9D,6H,9H,JH,c,c,c,loss
7C,KC,TD,7S,9H,QC,c,c,c,win
KS,QH,TD,6H,6S,6C,c,c,c,win
7C,7S,AD,TS,JS,AC,c,c,c,loss
TD,AC,TC,8H,KS,AS,c,c,c,win
9S,9D,QC,AD,7D,QS,c,c,c,win
KC,QC,7D,6S,TC,JH,c,c,c,loss
9C,TC,8S,JC,JH,7H,c,c,c,win
QH,JS,6D,8H,9S,TD,c,c,c,win
JH,QS,QH,TC,8H,6D,c,c,c,loss
KD,TC,AC,8H,9C,9S,c,c,c,loss
8C,KS,AC,7D,QC,7C,c,c,c,loss
8H,TC,QC,9S,7S,KS,c,c,c,loss
JH,JS,QD,KS,KD,6S,c,c,c,loss
6C,KH,JH,8S,8C,AH,c,c,c,loss
7S,KC,JS,6S,KS,JH,c,c,c,win
KS,KD,9D,8H,TH,AC,c,c,c,win
AS,9D,7D,TS,8H,KD,c,c,c,win
QH,9S,9C,AS,JD,JH,c,c,c,loss
TC,QD,JH,JS,6C,7D,c,c,c,loss
6C,AH,TC,JH,9S,QC,c,c,c,loss
KH,9S,9H,QH,JH,JS,c,c,c,win
8S,TD,AD,TC,QD,KC,c,c,c,win
8D,AC,JS,TC,KH,6D,c,c,c,loss
9H,KS,KD,9S,QH,8S,c,c,c,win
6H,TC,6D,TD,AC,9H,c,c,c,win
QC,KC,AC,TS,7S,9S,c,c,c,loss
6S,AH,9C,9H,TS,TH,c,c,c,loss
8H,JS,7D,TD,QD,AC,c,c,c,loss
AD,8C,QD,KC,8D,KD,c,c,c,loss
TD,AH,AC,AD,6C,JH,c,c,c,win
6C,8S,7D,KD,AH,TC,c,c,c,loss
AC,TH,6S,6C,AH,8H,c,c,c,win
QD,9D,6H,6S,KS,9H,c,c,c,loss
TS,TD,KS,AD,JC,9H,c,c,c,win
KS,KC,TH,8C,JD,JC,c,c,c,win
6D,QC,AS,KD,JS,TD,c,c,c,win
JC,KS,9H,6C,JH,9D,c,c,c,loss
QS,8C,KH,JH,AC,TC,c,c,c,win
KC,AH,8D,KD,8H,AS,c,r,r,win
7H,9C,6D,8H,9H,AH,c,c,c,loss
AS,QC,8S,6H,QH,8H,c,c,r,loss
7C,QS,6S,AS,JS,9C,c,c,c,loss
KS,7H,JH,TC,AC,JD,c,c,c,loss
KH,QH,9D,6S,6H,TH,c,c,c,win
QS,JH,7D,6H,JC,AS,c,c,c,win
6S,KS,8S,TS,JS,TD,c,c,c,win
TD,8D,JC,JD,6S,AH,c,c,c,loss
7C,8D,7S,JC,TS,JH,c,c,c,win
JC,KC,QS,8D,6D,TC,c,c,c,loss
6H,TC,QS,9S,JH,TD,c,c,c,loss
JD,TH,9D,7C,6C,9C,c,c,c,win
7H,KD,9H,JH,9D,JS,c,c,r,loss
TS,7S,AS,7D,QS,9C,c,c,c,win
TC,JH,JC,KD,7S,JS,c,c,c,win
KD,6H,9D,AD,7H,9C,c,c,c,loss
8D,TC,7D,TH,AH,KC,c,c,c,win
JD,9C,8H,AD,AC,QD,c,c,c,loss
8S,AC,AH,TC,QS,QC,c,c,c,win
7D,8S,AH,AS,TS,7S,c,c,c,win
7H,8C,9C,TS,9S,JD,c,c,c,loss
KH,JH,QH,8D,9H,KC,c,c,c,win
TH,AH,7S,QD,QS,6C,c,c,c,loss
JH,KD,JC,8D,6C,AC,c,c,c,loss
6C,AS,AH,9D,7S,7H,c,c,c,win
QD,6H,7H,KC,KH,7D,c,c,c,loss
9C,KH,JS,JD,6D,8H,c,c,c,win
9S,AC,8D,KH,QC,7D,c,c,c,loss
7S,KD,9H,AD,QD,TS,c,c,c,loss
9C,JH,9D,7H,QS,8C,c,c,c,loss
7D,9S,7C,QC,QS,JD,c,c,c,win
7D,TD,KH,QS,8D,AC,c,c,c,loss
8S,TD,6H,7S,TH,AC,c,c,c,win
QC,6S,TS,7H,TH,9H,c,r,r,loss
QC,QD,7H,6H,KD,6S,c,c,c,win
AH,KH,KS,AD,AS,8S,c,c,c,win
QH,QC,KH,JS,7H,QS,c,c,c,win
7H,8S,KC,JD,9S,KH,c,c,c,loss
8D,8C,JD,TH,6S,AC,c,c,c,loss
9D,KH,AS,JS,6D,QD,c,c,c,loss
KS,QH,KH,AC,TH,JS,c,c,c,win
6H,7S,6S,6D,QS,8S,c,c,c,win
QS,TC,JD,AS,KS,JC,c,c,c,loss
QC,AD,KC,6C,9H,TH,c,c,c,loss
6C,8D,TH,AH,8C,7S,c,c,c,loss
6H,QD,8S,6S,8D,9S,c,r,c,loss
TC,KH,JC,9C,QC,7H,c,c,c,win
JD,8H,QD,JC,7S,KD,c,c,c,loss
9C,AS,AD,JC,KC,KD,c,c,c,loss
6D,AD,9D,AS,7S,8C,c,c,c,win
TD,AS,6S,9D,QH,7S,c,c,c,win
JC,KH,TD,9C,QD,9S,c,c,c,win
KC,AS,6D,TH,9C,8S,c,c,c,loss
QS,KH,9D,6D,TS,AH,c,c,c,loss
TH,AC,8S,8C,9H,JD,c,c,c,win
9H,TS,JD,9C,JS,QS,c,c,c,win
KD,JH,6C,KH,9D,9H,c,c,c,win
8S,TD,8C,TS,9C,AH,c,c,c,win
6H,KD,7H,QS,JD,TS,c,c,c,loss
9D,TS,TD,6C,8D,KC,c,c,c,win
7C,6S,QH,QC,7S,AD,c,c,c,win
7H,JH,8H,9S,7D,JD,c,c,c,loss
7S,QC,6S,7C,JC,QH,c,c,c,win
7D,6H,QD,AS,TS,JC,c,c,c,loss
8D,AC,QS,8H,9D,KD,c,c,c,win
9C,AC,6H,8D,QD,TD,c,c,c,win
KD,TD,KC,AD,AC,QS,c,c,c,win
TD,JD,8D,TH,JS,6C,c,c,c,win
TS,8H,QD,QS,AS,JS,c,c,r,loss
KS,6H,AD,7C,9S,JC,c,c,c,win
KD,QC,9S,TS,QS,7D,c,c,c,win
KC,8H,6H,JC,KS,JD,c,c,c,win
9H,9S,QH,JC,9C,AC,c,c,c,win
7D,8S,QD,TH,KC,TS,c,c,c,loss
JD,9H,9C,6D,KH,QD,c,c,c,win
JH,JC,6H,TC,8C,AC,c,c,c,win
QS,KH,8C,KC,7D,KD,c,c,c,win
9D,AC,JD,8D,AH,6C,c,c,c,win
6C,KC,JC,KD,8D,7C,c,c,c,win
TS,JH,JD,TD,8C,AS,c,c,c,win
JH,9C,7S,TC,AS,6C,c,c,c,loss
AH,QC,8H,8C,7H,AS,c,c,c,win
7D,9H,JD,6S,TS,9S,c,c,c,loss
6S,KS,QH,AC,6C,8C,c,c,c,loss
JH,7S,KS,TC,9H,9D,c,c,c,loss
9D,KS,QH,6H,JD,6S,c,c,c,loss
KH,JD,6S,AD,TC,9C,c,c,c,loss
6S,8S,9S,KC,AS,JC,c,c,c,win
8C,KC,QS,8H,QD,9C,c,c,c,loss
QH,JH,KC,AS,KD,7H,c,c,c,win
7S,JH,8S,QS,TC,6D,c,c,c,win
TS,7D,JH,9C,JS,9S,c,c,r,loss
KD,QH,JD,8S,KH,AD,c,c,c,loss
TS,7C,TH,TC,TD,QC,c,r,c,win
QS,AC,TH,8D,JD,JS,c,c,c,loss
9S,AD,7H,TH,8H,9H,c,c,r,loss
TH,KD,KS,9H,6C,7C,c,c,c,loss
AC,6D,TC,7H,8C,AS,c,c,c,win
6H,8H,7H,7S,9C,9D,c,r,r,loss
AC,AH,7H,6H,JS,KS,c,c,c,loss
KH,TC,KC,TS,QS,6C,c,c,c,win
7D,KH,KC,8C,JD,8H,c,c,c,loss
KD,QD,9C,8C,JH,7S,c,c,c,loss
8S,KD,AH,8C,6D,QC,c,c,c,win
9D,TC,JH,QH,KC,AH,c,c,c,loss
QH,8S,AC,TD,TS,7H,c,c,c,win
JH,8H,QH,QC,6S,9S,c,r,c,loss
7S,6H,8D,TS,7D,TC,c,c,c,win
AS,6H,8D,8C,KC,QS,c,c,c,loss
AS,8C,KH,AC,6S,AD,c,c,c,win
8C,KS,QC,KH,8S,JC,c,c,c,loss
9S,9C,QH,JC,8H,QC,c,c,c,win
JD,9H,JC,TH,AD,8D,c,c,c,loss
QS,8H,QC,7H,TD,7C,c,c,c,win
JC,KC,9C,JS,6C,7C,c,c,c,win
7C,6S,JC,6H,7S,8D,c,c,c,win
JD,6H,TC,QD,9D,AC,c,c,c,loss
8C,JD,8H,AS,TD,AH,c,c,r,loss
AS,JD,9S,6D,KS,6C,c,c,c,win
KS,AS,JH,9S,7S,JC,c,c,c,win
JS,9D,QH,8H,KC,AC,c,c,c,loss
JD,7D,KH,9D,AH,KS,c,c,c,loss
TH,9H,QC,JS,7H,AS,c,c,c,loss
AS,TH,TD,QD,JD,9C,c,c,c,loss
7H,9S,7S,9H,QH,QD,c,c,c,win
AC,8D,KC,KD,QC,AD,c,c,c,loss
8H,9C,QH,6H,KD,TD,c,c,c,loss
9S,JC,6D,KD,9C,AD,c,c,c,win
