card1,card2,card3,card4,card5,bet1,bet2,result
QC,9S,6H,AH,QH,c,c,win
AC,KH,AS,7C,KS,c,c,win
JD,KS,JH,AC,AS,c,c,win
TH,9D,TC,KC,8S,c,c,win
KH,QH,KS,AC,QC,c,c,win
9H,TS,6S,QS,6C,c,c,loss
9S,7S,9D,9H,6D,c,c,win
6D,8H,8D,9D,AC,c,c,loss
7C,JC,AH,6D,9D,c,c,loss
TH,QH,JC,7C,JS,c,c,loss
7C,8D,9S,9D,QC,c,r,loss
AC,TS,TD,7S,8H,c,c,loss
6S,8C,TC,7S,6H,c,c,loss
TS,9C,KS,7C,AC,c,c,loss
AH,9C,9D,TH,TS,c,r,loss
6D,KD,7S,8C,AD,c,c,loss
6D,TD,QC,TC,JD,c,c,loss
TC,AH,AS,JH,JC,c,c,win
JC,JH,QH,6H,7H,c,c,win
7D,TH,KS,TS,KC,c,c,win
6H,KC,KD,JS,AC,c,r,loss
JC,6S,9S,TC,KH,c,c,loss
AD,7C,JS,AH,6H,c,c,win
9C,TD,7C,6C,TH,c,c,loss
QH,6D,8C,6S,KC,c,c,loss
JS,JC,8D,6C,QD,c,c,win
TD,AD,7S,TC,6D,c,c,loss
7H,JD,QH,JH,6S,c,c,win
6C,8D,9C,QH,KD,c,r,loss
KD,TC,TS,JS,6H,c,c,win
8S,TS,KD,6D,AH,c,c,loss
7C,9D,AH,JD,8H,c,c,loss
QH,9H,QC,7D,TH,c,c,win
JS,7C,QS,KS,8C,c,c,loss
8D,JD,9D,JS,9H,c,c,win
7S,KC,QC,9S,KH,c,c,loss
9S,9C,TS,9H,TH,c,c,win
JD,6C,JC,TS,9H,c,c,win
KS,9C,6D,6H,8D,c,c,loss
9H,JC,KC,6C,JD,c,c,win
6S,6H,JS,JH,7S,c,c,win
8S,TH,9C,8C,AC,c,c,win
7C,TD,6D,TC,QS,c,c,loss
6C,KD,KS,JH,TS,c,c,win
QH,JS,QC,TS,JH,c,c,win
7D,JC,9S,AC,QH,c,c,loss
9C,KH,7S,9D,8C,c,c,win
8S,QH,7H,AD,KS,c,c,loss
9C,KH,9D,AH,8S,c,c,win
KD,AC,KC,QS,7H,c,c,win
7C,AS,TD,9H,QS,c,c,loss
JS,6H,6S,6C,8S,c,c,win
AS,TD,8S,JD,KS,c,c,loss
7C,6S,KD,6C,TC,c,c,win
7C,TC,9C,KC,JH,c,c,win
QH,QC,JC,6C,AD,c,c,loss
6D,8H,QC,TS,JC,c,c,win
QH,6C,9S,KC,8D,c,c,loss
AS,QC,JC,QD,7C,c,c,win
8D,JD,TC,JC,8C,c,c,loss
JD,9C,QC,6C,8S,c,c,loss
QH,6S,7D,8H,JH,c,c,loss
7S,9D,6S,JS,8C,c,c,loss
QH,TD,9H,QD,TC,c,c,win
QD,QH,AD,JS,6S,c,c,win
TD,KC,6H,AC,JD,c,c,win
KH,KS,KC,TS,8C,c,c,win
AH,QS,JS,QD,QC,c,r,win
9D,9S,KH,7C,KS,c,c,loss
KS,AD,6H,TS,JD,c,c,loss
7C,TH,KD,QC,TS,c,c,loss
AS,QS,KH,TH,8S,c,c,win
6D,JD,AH,9H,JH,c,c,loss
8S,AS,JH,KD,AC,c,c,win
9S,QH,6S,KD,JC,c,c,win
8D,7H,6D,7C,AD,c,c,loss
7S,JS,6D,9H,QC,c,c,loss
7H,AC,JS,9C,KS,c,c,loss
9S,QC,QS,QD,6S,c,c,win
JS,QS,QD,TD,7H,c,c,win
AH,6H,TC,QC,8S,c,c,win
9H,QD,8S,9C,7S,c,c,win
AH,9C,QC,QS,TC,c,r,loss
TC,TD,AS,6S,QS,c,c,loss
8D,TD,8S,QD,9S,c,c,win
QD,9H,JC,8C,AS,c,c,win
6S,AC,AH,AD,6D,c,c,win
JC,JS,QC,8S,KH,c,c,loss
QD,9H,QC,AC,TD,c,c,loss
QD,AC,7C,AH,KS,c,c,win
KH,8S,AC,9H,JC,c,c,loss
JC,KC,QH,JS,TH,c,c,win
JH,TC,6D,KH,6H,c,c,win
TD,8D,9H,7C,QH,c,c,win
QD,AD,TD,TC,8D,c,r,loss
9S,7D,6D,QC,AS,c,c,win
9D,JC,9H,JS,TH,c,c,loss
QH,9C,KS,TS,KC,c,r,loss
8D,6C,AS,KH,AD,c,r,loss
AH,8S,JD,8C,JH,c,c,loss
TC,9C,TD,TS,QS,c,c,loss
KH,7C,AH,AS,9S,c,c,win
8D,AC,AH,7S,7C,c,c,win
9S,JS,9D,KD,QS,c,c,loss
6H,AS,8D,AC,JC,c,c,win
AD,7D,7H,JD,TH,c,c,win
7C,6S,AH,9C,6C,c,c,win
JS,QD,9H,AH,JH,c,c,loss
AH,9D,7H,8C,9C,c,r,loss
7S,TH,7C,QS,6D,c,c,loss
QD,6C,8S,9S,7H,c,c,loss
JH,6H,QH,KS,JS,c,c,loss
QS,KD,TD,6H,QH,c,c,win
AH,QC,9C,QD,AS,c,c,win
JS,JD,AC,TD,TC,c,c,win
9S,7D,7C,TD,AC,c,c,loss
8D,9C,8C,AD,6C,c,c,loss
QH,6H,AH,8H,AC,c,c,win
QD,KH,7H,JS,KS,c,c,win
JH,9S,KH,QH,TS,c,c,win
7S,TS,AD,KC,9S,c,c,loss
6H,KH,QC,7D,9D,c,c,loss
8H,9S,TS,8D,JD,c,c,loss
8C,JC,QC,JS,TD,c,c,win
AH,TS,AS,JH,7H,c,c,loss
9C,7C,KS,QC,TH,c,c,win
8D,9H,KH,JC,8H,c,c,loss
8D,8C,9D,7D,AS,c,c,loss
9C,QS,QD,AC,KD,c,c,win
KD,9H,7D,JH,TH,c,c,win
AH,QC,JC,8H,KD,c,c,loss
JD,JS,6C,8S,TD,c,c,loss
9H,TH,JC,QD,TS,c,c,win
AC,AH,QD,6H,6D,c,c,win
8H,7C,JS,6C,KD,c,c,win
AC,7S,6S,9S,TC,c,c,win
9D,9C,QD,JH,7H,c,c,win
KC,9H,AC,JS,9D,c,c,win
KH,8C,KC,6S,AC,c,c,loss
7S,TS,6H,TD,7C,c,c,loss
8C,7H,KD,QD,JD,c,c,loss
TH,AD,9D,QC,7D,c,r,loss
9H,6S,7H,TD,7C,c,c,loss
JD,KC,9D,KH,6S,c,c,win
9H,KD,QD,JH,AH,c,c,win
AC,6C,AD,KH,JH,c,c,loss
KS,9H,6S,9D,9C,c,c,win
AD,6D,8D,TD,JC,c,c,win
7D,8D,KD,KC,9H,c,c,win
TC,QS,TD,KH,JD,c,r,loss
7S,AD,TH,8C,QS,c,r,loss
TS,AS,KC,TH,7H,c,c,win
QH,TS,QC,6D,6H,c,r,loss
QC,TD,8C,TH,QS,c,c,win
JH,QD,6S,KD,TS,c,c,win
9D,QH,6H,6S,8C,c,c,loss
JD,6C,JS,QC,KH,c,c,loss
9C,QH,JC,KS,TH,c,c,loss
9S,TH,9H,QD,7S,c,c,loss
6H,AD,AS,TS,AC,c,c,win
6S,TS,AS,7H,KC,c,c,win
JS,QD,TC,AC,8C,c,c,loss
JH,8D,TC,6H,JD,c,c,win
8C,9C,6S,AD,7H,c,c,loss
8D,KS,QS,7C,TC,c,c,win
7D,JS,9S,KH,7S,c,c,loss
TC,9D,QD,KC,KD,c,c,win
8D,AH,TC,QS,8C,c,c,win
AD,8C,TD,7D,JD,c,c,win
KS,6D,9S,TS,JC,c,c,loss
9S,8C,AD,QD,7S,c,c,loss
9D,QH,6C,TS,JS,c,c,loss
TC,8C,6S,7D,QH,c,c,win
7H,6H,8D,QH,AC,c,c,win
KC,AC,7C,KH,AS,c,c,win
TC,QD,QH,QC,7D,c,c,win
TS,JH,6D,7H,KS,c,c,loss
TC,AD,9D,9C,8D,c,c,win
8H,6C,6H,TS,JH,c,c,loss
JC,QC,TD,TS,KD,c,c,win
8D,AH,QH,JC,JH,c,c,win
6C,8D,JD,QS,7D,c,c,win
AC,QH,TC,QS,JD,c,c,win
6C,JH,KC,TH,QC,c,c,loss
TH,8H,QD,7S,TD,c,c,win
9D,JH,QD,8S,AD,c,c,win
9C,AD,TS,7H,QH,c,c,win
6H,JH,AH,9S,9D,c,c,loss
QS,9H,QC,JD,AD,c,c,loss
9H,AH,8H,JC,QH,c,c,loss
8D,QH,8S,6C,TD,c,c,win
QD,9H,7C,QC,6C,c,c,win
7H,7S,QH,TD,6D,c,c,loss
8D,6D,TH,AC,6H,c,c,loss
9H,8D,KC,TS,7H,c,c,win
9H,QH,QD,KC,TD,c,c,win
7H,TH,JC,7D,QC,c,c,loss
8H,JC,QC,AS,7C,c,c,loss
QS,JS,JC,6D,KC,c,c,win
QC,8C,9H,AH,6C,c,c,loss
AS,KD,JS,TH,TD,c,c,win
TC,9H,9D,8S,JH,c,c,win
7H,JS,TH,AS,TS,c,r,loss
7D,7S,AS,9H,TD,c,c,loss
KS,TS,6C,9C,AC,c,c,loss
8S,QS,TS,6S,TD,c,c,loss
JH,7C,6C,QD,TD,c,c,loss
KC,JC,QD,8H,AS,c,c,loss
JD,TC,7S,6C,9D,c,c,win
8H,9D,9C,6H,QH,c,c,win
JC,QS,8D,9S,7S,c,c,win
9D,TS,6S,9C,KS,c,c,win
6H,QS,KS,7H,TS,c,c,loss
AS,TH,KH,8S,9C,c,c,loss
6H,8S,8H,JC,6S,c,c,win
QS,TS,8H,QH,8S,c,c,win
8H,JH,7S,9C,9S,c,c,win
8S,QD,9H,QC,7D,c,c,win
QH,6C,KH,TD,8C,c,c,win
KD,7C,AD,6H,JD,c,c,win
AS,8D,TS,KD,AH,c,c,loss
9S,7C,9D,7S,8S,c,c,win
TD,QH,KD,QC,6S,c,c,win
AH,QD,JD,7D,8H,c,c,loss
JD,AD,6D,QD,AS,c,c,win
9S,9H,7H,6S,QH,c,c,win
9C,JD,JC,AC,6C,c,c,win
TD,7H,QH,9S,9D,c,c,loss
TH,KC,9S,7C,7D,c,c,win
AD,TS,8H,JD,KD,c,c,win
AD,AC,9D,9C,JH,c,c,win
JD,6S,KC,TD,8D,c,c,loss
6H,6D,QD,QC,8H,c,c,loss
TH,8H,TD,6D,7S,c,c,win
QC,AD,6H,JD,8S,c,c,win
KC,KD,JH,JS,TD,c,c,win
TC,9S,JD,JH,8C,c,c,loss
9D,9C,TH,KC,8S,c,c,loss
7H,JC,6C,KC,AC,c,c,loss
KS,7S,TD,JD,8S,c,c,loss
7S,6H,9H,6C,AH,c,c,win
TS,TC,TH,6D,AC,c,c,win
TS,6H,AC,KD,AH,c,c,win
8D,9D,8C,QH,TC,c,c,win
6D,6H,KS,6S,6C,c,c,win
AS,9S,KH,9C,6S,c,c,loss
KS,7C,TS,6H,8S,c,c,loss
7H,9C,KC,7S,QS,c,c,win
KH,TD,JD,JH,TC,c,c,win
KS,TD,7C,TS,AD,c,c,win
KH,9D,KD,TC,9S,c,c,loss
9D,JS,9S,KH,6H,c,c,loss
JC,9C,8S,KS,QH,c,c,loss
QH,6S,QS,8S,QC,c,c,win
7D,JS,JC,9H,AS,c,c,loss
AD,TC,KD,6D,JC,c,c,win
QD,8D,7H,9H,AD,c,c,win
KH,JH,TH,JC,JD,c,c,win
9S,8H,9D,AC,JH,c,c,loss
KH,QC,AD,JH,6D,c,c,win
JD,7D,8H,6C,8D,c,r,loss
AC,JD,8H,8D,6S,c,c,loss
7D,JC,7C,8C,6C,c,c,win
KD,9C,6D,7H,KH,c,c,win
6S,7D,QD,JH,AH,c,c,loss
KH,8C,6S,KC,QH,c,c,loss
TC,6S,TH,8D,JD,c,c,loss
KD,AD,AC,QH,7H,c,c,loss
TS,JC,9D,6S,TH,c,c,win
8S,7S,6C,6H,8H,c,c,win
TH,QH,9D,9S,JC,c,c,win
8C,AS,7S,9D,6C,c,c,loss
TS,9H,TC,KS,7D,c,c,win
QD,AD,8S,7H,6H,c,c,loss
8C,8S,9S,TS,TH,c,c,loss
6D,TH,8D,6C,TS,c,c,win
TS,TH,6S,9C,6D,c,c,win
8D,KD,6H,9C,QD,c,c,loss
8H,8D,KS,7D,8S,c,c,win
AD,AS,TC,QH,7C,c,c,win
JC,AD,8H,9C,9H,c,c,win
8H,AC,7S,AD,JD,c,c,win
TH,8C,QC,JS,KD,c,c,loss
6S,7S,JS,9C,QD,c,r,loss
7H,6H,7S,KS,7C,c,c,win
6H,6S,JD,TC,TD,c,c,win
7C,8C,AS,9C,AD,c,r,loss
QC,7D,9S,6D,8S,c,c,loss
8C,AC,QD,7C,KD,c,c,loss
JC,8S,QS,KD,QD,c,c,loss
7S,AS,6S,QD,KC,c,c,loss
QC,7H,7C,8D,AD,c,c,win
QD,9C,AD,7H,7S,c,c,win
AD,6S,TD,9H,7D,c,c,loss
9C,JD,TD,8S,TC,c,c,win
JD,TC,QS,KS,9S,c,c,win
JC,JS,6S,7D,AH,c,c,win
QH,AS,7D,9D,8S,c,c,win
JH,JD,8D,JC,QC,c,c,win
QH,TS,9H,JH,TH,c,c,win
TC,JC,AS,KD,AH,c,c,loss
AS,KD,QD,TH,QC,c,r,loss
8H,9H,QS,JC,9S,c,c,loss
JH,TD,8C,JS,9C,c,c,win
9H,8H,KS,TC,QS,c,c,win
JD,QS,7D,KD,8S,c,c,loss
8H,QC,8C,JD,KH,c,c,win
JC,QH,8C,9S,TS,c,c,win
JS,KC,AD,8H,QD,c,c,win
JS,8H,QC,6H,AH,c,c,loss
8C,QD,JH,TC,7D,c,c,win
9H,7S,AS,QH,AC,c,c,win
8D,8H,KS,QH,6C,c,c,loss
8C,TH,6C,QH,JC,c,c,loss
JD,KS,AC,JC,9C,c,c,win
6D,TS,8H,JC,8D,c,c,win
TH,9H,KC,8D,AH,c,c,win
KC,QH,KS,JS,6C,c,c,win
9H,7S,TD,AS,JS,c,c,loss
KH,JD,7D,6H,9D,c,c,loss
KD,KC,JS,8D,7S,c,c,win
JS,KC,KH,QS,6H,c,c,loss
AC,TH,QD,AD,9S,c,c,win
9H,9C,JS,KH,JC,c,c,win
9S,8H,AC,6C,8S,c,c,win
AS,9S,7S,7H,QS,c,c,win
7H,9S,QH,6S,7C,c,c,win
JS,TS,QS,JH,QC,c,c,win
7C,QC,AS,9D,6D,c,c,loss
7H,6H,KC,7D,JH,c,c,win
QC,6C,AS,7H,9D,c,c,loss
KH,6S,6D,7H,KC,c,c,win
QH,JS,JH,8H,AH,c,c,loss
KS,AD,6D,8S,7H,c,c,loss
QS,JC,TH,6C,7C,c,c,win
TH,8S,QC,JS,9D,c,c,win
AH,QC,QD,9C,TH,c,c,loss
TS,8H,AS,9H,JS,c,c,win
9H,TS,KC,6S,TH,c,c,loss
8C,6H,9C,TD,KH,c,c,win
7H,6D,JD,6S,7S,c,c,loss
TC,JS,9C,8C,8D,c,c,loss
7C,QH,TS,JC,KC,c,c,loss
KH,6S,TC,JC,QH,c,c,loss
9H,JD,8C,7S,QC,c,c,loss
KD,QH,JS,TC,6H,c,c,loss
7S,QD,TS,7D,6C,c,c,win
6D,QC,TS,8D,KH,c,c,loss
QH,KC,8S,7C,6C,c,c,loss
8D,9C,7D,QH,TS,c,c,loss
JD,QS,6C,7D,8C,c,c,loss
9C,6D,8S,7D,6C,c,c,loss
JS,TH,AS,6D,9H,c,c,loss
AD,6D,JH,7C,JC,c,c,loss
9H,KS,6C,8S,9C,c,c,win
AC,JC,KS,6D,JD,c,c,win
6S,TH,JS,6C,7D,c,c,loss
7C,TS,JD,QC,9C,c,c,win
JS,9S,TS,TD,6C,c,c,loss
7S,JC,6S,6D,7D,c,c,win
AS,KD,TH,JS,TD,c,c,loss
8S,QH,QC,AD,6D,c,c,win
7S,6D,6H,KD,JS,c,c,loss
8D,6D,KH,8C,8S,c,c,win
7H,JH,KD,9C,8D,c,c,loss
JD,TC,9S,9H,TS,c,c,win
QH,9S,QS,AS,7S,c,c,win
7S,AH,KS,7D,8C,c,c,win
JH,AC,TH,9H,9S,c,c,loss
AH,JD,TC,KD,6D,c,c,loss
JC,8S,JD,AS,9H,c,c,win
QC,8S,9S,6D,JS,c,c,win
JC,TH,JS,9C,JH,c,c,win
AC,7C,8S,9S,TS,c,c,win
8D,KS,JC,6H,9D,c,c,loss
KS,AH,9S,KH,AS,c,c,loss
9H,TC,8S,TD,7D,c,c,win
8C,TH,JH,6C,6D,c,c,loss
KH,TD,AH,6S,8C,c,c,loss
9H,7H,KS,9S,KH,c,c,win
AD,QS,9S,AC,TC,c,c,win
JH,8C,AC,KD,TD,c,r,loss
QD,TS,KD,QC,7D,c,c,loss
8D,KD,TS,9D,KS,c,c,win
9S,JD,KS,AH,7C,c,c,loss
TD,KS,QS,9S,QH,c,c,loss
JD,6D,JC,8S,QC,c,c,win
7H,8S,8D,QS,QC,c,c,win
JD,8H,JS,9C,AS,c,c,win
AD,9C,9H,JC,KS,c,c,loss
QH,9D,7D,QS,AS,c,c,win
KH,AD,9S,QC,TC,c,c,loss
JC,KS,KC,8D,TH,c,c,win
8D,AS,7C,QD,TH,c,c,win
AH,7H,QC,JD,KC,c,c,loss
AH,QH,JS,TS,KD,c,c,win
8C,7H,JS,JC,KH,c,c,loss
TD,JD,AS,TH,8D,c,c,win
TS,6H,7D,QH,QC,c,c,win
9H,AS,QH,7D,KH,c,c,win
7H,6C,TC,7D,8S,c,c,loss
KS,TD,AH,7D,JS,c,c,win
TS,KC,9S,KD,7D,c,c,win
TC,QH,TD,KH,6S,c,c,loss
7C,8S,TD,JD,TC,c,c,win
JH,7H,8C,QC,QS,c,c,loss
TC,QH,JH,7C,QS,c,c,loss
JC,9S,9H,6H,TS,c,r,loss
AD,JS,QD,6C,AH,c,c,win
8H,9S,KD,7H,KS,c,c,loss
JC,AH,AD,KS,6C,c,c,win
QH,QC,JD,7H,KH,c,c,win
7S,KD,8H,8S,9H,c,c,loss
8S,QH,KC,AD,9D,c,c,loss
8D,QS,TD,9C,QH,c,c,loss
TD,JS,AH,6C,KD,c,c,loss
7D,QD,9H,KD,TD,c,c,win
QC,9C,AC,KS,TD,c,c,loss
8H,8D,KD,KS,QC,c,c,loss
QD,JS,7C,9D,KD,c,r,loss
TS,7D,JS,TH,7H,c,c,loss
8H,JD,JS,TH,KS,c,c,win
7H,AH,8H,6H,KD,c,c,loss
TC,KD,KH,KS,JH,c,c,win
KS,AC,9H,AH,8D,c,c,win
TS,9D,AH,QD,8C,c,c,win
QH,KC,6S,AD,KS,c,c,win
TH,KD,QH,8H,9D,c,c,loss
7C,6H,KC,8C,7S,c,c,loss
6C,AH,8D,AC,7S,c,c,win
KH,KS,TD,6H,QS,c,c,win
7C,AH,8H,6S,7S,c,c,win
8D,6D,JD,7H,AS,c,c,loss
JC,QS,AD,QH,AS,c,r,loss
JD,8S,KH,6D,KC,c,c,loss
7S,AC,AH,6D,7C,c,c,loss
JH,6S,8H,9D,TD,c,c,loss
8D,6H,TD,9H,QS,c,c,loss
KH,QH,AD,6S,KC,c,c,win
8H,9H,AC,7H,AD,c,c,win
TC,KC,KD,JS,7D,c,c,win
6H,AD,JS,6C,JH,c,c,loss
6H,JH,TS,KC,AC,c,c,win
7S,KC,AC,6H,7H,c,c,loss
KS,QS,QC,AC,JS,c,c,win
TH,QD,6H,8H,9D,c,c,win
AH,TC,9H,8C,6D,c,c,loss
JC,TD,AD,QC,7H,c,c,loss
TH,QS,8S,JC,QH,c,c,win
TS,7H,QS,9S,QH,c,c,win
AC,9S,6S,7S,6D,c,c,loss
JC,7C,7S,TC,JS,c,c,win
AS,6C,KH,KC,7H,c,c,loss
9S,AS,8C,JS,QD,c,c,loss
6D,KS,QD,JD,AS,c,c,loss
JD,QS,9H,6C,9D,c,c,loss
QS,6D,TC,7C,7D,c,c,loss
QH,QS,TC,6S,8H,c,c,win
TC,QH,KC,JS,KH,c,c,win
JD,7H,TH,KD,9C,c,c,win
8H,7S,TD,TC,9S,c,c,win
AD,QD,TC,JC,7S,c,c,loss
KC,7C,TH,TD,JD,c,c,loss
8C,9H,TS,TH,AC,c,c,win
7C,QC,QH,AH,6H,c,c,loss
KS,6D,TS,KC,AD,c,c,win
JD,AD,JC,6C,7C,c,c,loss
7D,AD,9S,JD,8H,c,c,loss
JC,9S,AD,7H,KS,c,c,win
6H,6D,QH,TS,8C,c,c,win
KD,QH,KC,6H,9H,c,c,win
KS,QS,9C,KC,AC,c,c,win
KS,QH,KH,8H,AC,c,c,win
6C,TH,AS,8H,AD,c,c,loss
8C,7D,AS,7C,QS,c,c,loss
JH,6C,9S,TC,7S,c,c,loss
QS,KH,JD,TD,KD,c,c,win
8C,QC,6D,JD,AS,c,c,loss
QS,7S,QD,9S,7H,c,c,win
8H,QC,QH,JH,6C,c,c,win
TC,6D,QD,TS,9H,c,c,loss
7H,7D,9H,KS,KC,c,c,loss
8C,QD,AC,8D,AS,c,c,loss
AC,KD,TD,QC,9H,c,c,loss
QH,8D,8H,KC,6D,c,c,win
AC,AS,8S,7D,JH,c,c,win
KC,KD,AC,6S,7H,c,c,win
JD,9H,KH,JS,9D,c,c,win
KC,AH,9S,6D,JS,c,c,win
AD,9C,TD,QS,7D,c,c,loss
AC,QC,QH,TC,9S,c,c,loss
TS,9S,AS,9H,AC,c,c,win
QH,KC,9S,JS,KS,c,c,win
KD,6H,6S,TS,9H,c,c,loss
TS,AC,JH,KD,TC,c,c,win
AC,TH,JD,KC,KD,c,c,win
QS,9S,8C,QH,6H,c,c,win
TH,QC,QH,KS,7H,c,c,win
JC,JS,9C,AC,KS,c,r,win
9D,AD,8D,JC,7C,c,c,win
6H,6C,KD,TD,6S,c,c,win
6S,QD,8S,9C,TH,c,c,win
7S,TS,8C,QC,QH,c,c,loss
9D,AD,QH,6S,QD,c,c,loss
JD,TH,KH,7S,KD,c,c,win
AH,9S,9H,8S,JC,c,c,win
AD,TC,8C,8H,6D,c,c,loss
6S,7S,AS,JS,AC,c,r,win
QS,8C,JH,7S,KC,c,c,loss
TD,9S,AH,6C,8H,c,c,loss
JD,TD,8H,QH,8S,c,r,loss
7S,8H,KH,TD,7D,c,c,loss
7D,6C,9H,AD,TH,c,c,win
QD,6S,TS,KD,TH,c,c,loss
TH,6C,8C,6H,AC,c,c,loss
6C,JC,TC,6S,8D,c,c,win
AH,TD,KD,7H,6C,c,c,loss
7D,9C,AS,JD,9D,c,c,loss
TH,6S,8D,TS,8S,c,c,win
AC,TD,7C,8S,KD,c,c,win
QD,9D,QS,8H,6D,c,c,loss
KH,6S,QS,6H,AD,c,c,loss
6S,JH,6C,7D,AH,c,c,win
KC,JC,TC,QS,8D,c,c,loss
JS,TC,KS,AS,6S,c,c,win
QD,TD,KD,6D,QS,c,c,win
JH,7S,8C,9D,TH,c,c,win
6S,TS,KH,QD,6D,c,c,win
KS,8D,AH,QS,7S,c,c,win
6D,TS,AD,8H,JD,c,c,loss
9S,8D,KC,7C,8H,c,c,loss
QH,7H,KS,JS,AC,c,c,win
AD,9H,9S,JC,7H,c,r,loss
9D,AD,AH,8C,QS,c,c,win
KS,JD,8H,7C,7D,c,c,loss
TC,7H,9C,8H,6H,c,c,win
7S,QD,AH,TH,KD,c,c,loss
7H,9D,TD,KH,9S,c,c,loss
9C,QC,AH,JD,AC,c,r,loss
9S,KH,8H,7D,AH,c,c,loss
6H,AC,9D,9C,QS,c,c,win
JH,JD,7S,6S,KC,c,c,win
AD,JS,7D,JD,QS,c,c,loss
TC,6H,7C,9D,QS,c,c,loss
7C,AS,8H,TS,9S,c,c,loss
6H,KH,TH,JH,8C,c,c,win
AH,KH,TS,6C,JS,c,c,loss
KS,6H,TC,9H,7D,c,c,loss
AS,JC,7H,KH,7D,c,r,loss
KC,8S,KH,TC,QS,c,c,win
6H,7H,KC,TH,TC,c,c,loss
8C,9C,KC,9D,6D,c,c,win
7D,6D,9D,6H,KC,c,c,loss
JD,8S,QS,8C,6D,c,c,loss
8H,JD,QH,6S,JS,c,c,loss
7S,9D,8H,6S,KD,c,c,loss
6D,6H,KS,QC,8C,c,c,win
9C,QC,6D,9H,AD,c,c,win
TS,AC,8C,9H,QD,c,c,win
6D,7S,JS,AD,6S,c,c,win
8C,TD,AH,9H,QH,c,c,loss
JS,TC,6C,7H,KD,c,c,loss
9D,TD,KC,9H,AC,c,c,loss
JH,QC,7C,6C,KH,c,c,loss
8C,TS,AH,7H,7C,c,c,loss
7H,JS,AH,JD,9C,c,c,win
TC,JC,7D,QS,AC,c,c,win
QS,QH,8C,6C,7H,c,c,loss
AS,6S,KH,AD,8C,c,c,loss
9S,JD,8C,AC,JH,c,c,win
8D,7C,6S,7S,QC,c,c,win
TH,JH,7D,JS,6H,c,r,win
TC,JC,QS,KC,8D,c,c,win
7D,KH,7H,9H,8S,c,c,loss
8D,QC,QS,KH,AS,c,c,win
TC,KH,JD,6S,QC,c,c,loss
JC,KS,TH,AS,8C,c,c,win
6C,8H,JC,QH,AH,c,r,loss
JD,7D,8H,8D,9S,c,r,win
TH,TS,JD,QH,AS,c,c,win
KS,JS,8D,6D,6C,c,c,loss
KS,7H,KD,9D,AH,c,c,loss
QC,7C,JC,TD,9H,c,c,win
KH,JD,9H,KD,JS,c,c,loss
TD,TS,6H,8D,6C,c,c,win
AD,AH,6S,8H,7D,c,c,loss
KC,8D,KH,9S,9D,c,c,win
7C,JS,8S,JH,TH,c,c,win
TH,TS,9H,JH,7H,c,c,win
6C,KC,KS,QS,9C,c,c,loss
JD,6S,TH,QS,KD,c,c,win
KD,QC,8C,TS,7C,c,c,win
8H,9C,TC,9D,9S,c,c,win
KC,8D,JC,9D,AC,c,c,win
9H,7D,JH,6D,QS,c,c,loss
AC,JD,QC,6H,9C,c,c,loss
8S,AS,6D,JH,8D,c,c,win
QS,AS,8H,7H,6D,c,c,loss
AS,9H,8D,6D,9D,c,c,loss
7C,6S,JH,TS,JS,c,r,loss
7S,TD,9C,QH,8C,c,c,loss
JH,9D,8D,KH,QH,c,c,loss
JD,6H,KD,KC,9D,c,c,win
KS,8S,AS,KC,6S,c,c,win
JC,8C,JS,KS,9D,c,c,win
TH,8H,JH,9S,8C,c,c,loss
KS,TD,6D,QD,7C,c,c,loss
KH,TC,8D,QD,TD,c,c,win
TC,TS,TD,6C,8S,c,c,win
9C,AD,AC,7C,6D,c,c,win
TD,6C,8D,AS,JH,c,c,win
6H,6C,JD,KH,KC,c,c,loss
8H,9S,7H,7S,AD,c,c,loss
AD,9S,QC,JH,6H,c,c,win
9C,TD,JC,TS,QD,c,c,win
6S,TC,QC,8C,QS,c,c,loss
AC,8H,TC,QD,7C,c,c,loss
AD,9S,7C,QH,8C,c,c,loss
JH,QC,7H,AD,KC,c,c,loss
AS,8D,JD,8H,AD,c,c,win
6D,TH,KS,TD,AD,c,c,win
AD,9H,6H,KH,7C,c,c,loss
AC,TC,KH,9S,AD,c,c,loss
AC,TS,JD,9C,7H,c,c,loss
7C,KS,TC,7H,8H,c,c,loss
6S,9H,QC,6H,8S,c,c,win
QC,6D,AH,6C,AS,c,c,win
AS,8H,KS,QH,AC,c,c,win
QH,6S,QS,6H,8C,c,c,win
8D,6C,8H,JS,7H,c,c,win
AC,6D,9C,KD,QD,c,c,loss
AC,TS,8S,JS,KS,c,c,loss
KH,7C,AD,8H,KS,c,c,loss
TD,6C,8S,KC,9S,c,c,win
9H,AS,JH,QC,JD,c,r,loss
7C,QS,KC,TS,8H,c,c,win
JD,QC,9H,JH,9D,c,c,win
TD,TS,7H,9H,KC,c,c,loss
JS,AH,TH,8C,TD,c,c,win
QD,9H,9C,JH,QS,c,c,win
6C,TS,TD,8H,8C,c,c,win
KC,6C,8D,JC,KH,c,c,loss
TD,6D,AH,9D,JC,c,c,loss
8S,9C,9H,8D,QH,c,c,win
QH,JH,9H,QC,AS,c,r,loss
TC,AH,QS,QC,8S,c,c,win
AD,KC,7C,8D,TH,c,c,win
TC,JS,JD,8H,6D,c,c,win
TD,8H,JS,6H,KD,c,c,loss
7H,KS,6S,6H,JS,c,c,loss
